Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",24y 304d,43 (23-0-20 53.49%),2 (0.05),←,
22,"Blakey, Nick",19y 129d,14 (6-0-8 42.86%),14 (1.00),←,
7,"Cunningham, Harry",25y 212d,112 (71-0-41 63.39%),48 (0.43),←,
34,"Dawson, Jordan",22y 88d,19 (8-0-11 42.11%),12 (0.63),←,
13,"Florent, Oliver",20y 349d,47 (24-0-23 51.06%),19 (0.40),←,
9,"Hayward, Will",20y 253d,51 (29-0-22 56.86%),62 (1.22),←,
5,"Heeney, Isaac",23y 62d,95 (62-0-33 65.26%),95 (1.00),←,
29,"Hewett, George",23y 189d,86 (54-0-32 62.79%),31 (0.36),←,
10,"Jones, Zak",24y 113d,85 (49-0-36 57.65%),23 (0.27),←,
12,"Kennedy, Josh",31y 16d,239 (150-2-87 63.18%),145 (0.61),226 (145-2-79 64.60%),141 (0.62)
44,"Lloyd, Jake",25y 289d,130 (86-0-44 66.15%),28 (0.22),←,
30,"McCartin, Tom",19y 188d,27 (14-0-13 51.85%),14 (0.52),←,
43,"Melican, Lewis",22y 244d,32 (20-0-12 62.50%),1 (0.03),←,
14,"Mills, Callum",22y 95d,70 (42-0-28 60.00%),3 (0.04),←,
38,"ORiordan, Colin",23y 267d,12 (6-0-6 50.00%),1 (0.08),←,
11,"Papley, Tom",22y 358d,75 (48-0-27 64.00%),109 (1.45),←,
26,"Parker, Luke",26y 254d,188 (122-1-65 65.16%),150 (0.80),←,
24,"Rampe, Dane",29y 34d,153 (101-1-51 66.34%),6 (0.04),←,
20,"Reid, Sam",27y 191d,136 (90-2-44 66.91%),147 (1.08),←,
25,"Ronke, Ben",21y 200d,25 (13-0-12 52.00%),28 (1.12),←,
1,"Rose, James",23y 81d,13 (7-0-6 53.85%),7 (0.54),←,
8,"Rowbottom, James",18y 290d,5 (2-0-3 40.00%),,←,
Totals,Totals,23y 224d,1657 (1027-6-624 61.98%),945 (0.57),,
C,"Longmire, John",48y 187d,211 (137-2-72 65.40%),,←,
