Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
8,"Bewick, Darren",25y 358d,113 (70-1-42 62.39%),182 (1.61),←,
48,"Calthorpe, David",19y 362d,9 (7-0-2 77.78%),8 (0.89),←,
38,"Denham, Sean",24y 107d,71 (41-1-29 58.45%),30 (0.42),27 (17-1-9 64.81%),9 (0.33)
31,"Fletcher, Dustin",18y 99d,13 (10-1-2 80.77%),,←,
29,"Grenvold, David",27y 161d,65 (45-1-19 70.00%),13 (0.20),←,
1,"Harvey, Mark",28y 64d,154 (104-1-49 67.86%),162 (1.05),←,
11,"Hills, Paul",20y 328d,46 (27-1-18 59.78%),9 (0.20),←,
9,"Kickett, Derek",30y 312d,85 (50-1-34 59.41%),105 (1.24),73 (45-1-27 62.33%),93 (1.27)
13,"Long, Michael",23y 317d,97 (63-0-34 64.95%),66 (0.68),←,
37,"Manton, Glenn",20y 74d,8 (7-0-1 87.50%),,←,
2,"Mercuri, Mark",19y 174d,18 (12-1-5 69.44%),17 (0.94),←,
24,"Misiti, Joe",18y 278d,21 (14-1-6 69.05%),9 (0.43),←,
10,"ODonnell, Gary",28y 94d,132 (83-1-48 63.26%),47 (0.36),←,
47,"Olarenshaw, Ricky",20y 194d,11 (10-0-1 90.91%),5 (0.45),←,
3,"Salmon, Paul",28y 206d,177 (108-1-68 61.30%),434 (2.45),←,
19,"Somerville, Peter",25y 37d,61 (38-0-23 62.30%),53 (0.87),←,
17,"Sporn, Kieran",26y 351d,72 (43-1-28 60.42%),65 (0.90),←,
12,"Symons, Michael",21y 332d,19 (15-0-4 78.95%),21 (1.11),←,
26,"Thompson, Mark",29y 268d,167 (109-2-56 65.87%),48 (0.29),←,
21,"Wallis, Dean",23y 352d,58 (33-1-24 57.76%),21 (0.36),←,
Totals,Totals,24y 59d,1397 (889-15-493 63.64%),1295 (0.93),,
C,"Sheedy, Kevin",45y 233d,302 (198-2-102 65.89%),,←,
