Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barry, Leo",9,5,2,11,,,2.0,4.0,4.0,,,3.0,,2.0,,2.0,8.0,,,2.0,,,100.0
6,"Bolton, Craig",10,5,4,14,,,,3.0,6.0,,,2.0,,1.0,,3.0,9.0,,,4.0,,,100.0
24,"Bolton, Jude",10,4,17,27,,,2.0,6.0,2.0,5.0,7.0,2.0,1.0,2.0,,13.0,14.0,,,3.0,,1.0,93.0
8,"Cresswell, Daryn",14,3,8,22,1,,,2.0,,2.0,3.0,1.0,1.0,,,8.0,13.0,,1.0,,,,85.0
28,"Crouch, Jared",14,1,3,17,1,,,7.0,2.0,8.0,3.0,1.0,1.0,,,10.0,5.0,,1.0,,,1.0,93.0
2,"Davis, Nick",5,1,5,10,1,,,2.0,2.0,1.0,,4.0,,,,3.0,6.0,,,1.0,,,83.0
12,"Fosdike, Nic",13,1,7,20,,,,1.0,1.0,4.0,5.0,3.0,1.0,,,10.0,9.0,,,2.0,,,76.0
37,"Goodes, Adam",18,5,10,28,1,1.0,20.0,5.0,3.0,3.0,6.0,1.0,5.0,1.0,,16.0,11.0,,1.0,1.0,1.0,,90.0
1,"Hall, Barry",4,5,3,7,1,,4.0,1.0,,2.0,1.0,1.0,,,,2.0,5.0,,1.0,1.0,,,100.0
18,"James, Heath",3,3,3,6,,,1.0,3.0,1.0,,,,,,,,6.0,,,1.0,,,36.0
17,"Kennelly, Tadhg",14,2,9,23,,,,2.0,8.0,2.0,,5.0,2.0,1.0,,7.0,10.0,,,5.0,,,100.0
31,"Kirk, Brett",6,,13,19,,,,9.0,2.0,1.0,5.0,3.0,3.0,3.0,,10.0,10.0,,,,,,100.0
4,"Mathews, Ben",16,6,13,29,,,,4.0,3.0,1.0,3.0,2.0,4.0,,,12.0,17.0,,,1.0,,1.0,95.0
11,"Maxfield, Stuart",15,1,3,18,,,,5.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,7.0,11.0,,,1.0,,1.0,82.0
43,"Meiklejohn, James",3,,2,5,,,9.0,2.0,,,2.0,2.0,,1.0,,2.0,2.0,,,2.0,,,26.0
5,"OKeefe, Ryan",9,3,2,11,2,1.0,,,,1.0,1.0,4.0,,,,7.0,3.0,1.0,2.0,,,,90.0
19,"OLoughlin, Michael",8,5,4,12,1,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,,4.0,8.0,1.0,3.0,2.0,,,100.0
30,"Roberts-Thomson, Lewis",,,,,,,1.0,,,,,2.0,,2.0,,,,,,,,,19.0
25,"Schauble, Andrew",4,2,5,9,,,6.0,1.0,2.0,1.0,1.0,3.0,1.0,,,5.0,4.0,1.0,,4.0,,,100.0
36,"Schneider, Adam",11,5,2,13,1,1.0,,2.0,1.0,3.0,1.0,,1.0,,,3.0,11.0,,,1.0,,,94.0
35,"Sundqvist, Jarrad",5,3,1,6,1,,,1.0,,,,2.0,,,,2.0,4.0,,,,,1.0,50.0
10,"Williams, Paul",12,5,3,15,2,,,1.0,1.0,4.0,1.0,4.0,2.0,,,5.0,9.0,,,2.0,1.0,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,65,119,322,12,9.0,46.0,62.0,41.0,44.0,44.0,50.0,25.0,15.0,2.0,131.0,175.0,3.0,9.0,33.0,2.0,6.0,
Opposition,Opposition,195,54,87,282,14,15.0,46.0,66.0,28.0,61.0,51.0,54.0,15.0,25.0,4.0,142.0,121.0,9.0,15.0,53.0,3.0,5.0,
