West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
12,"Allen, Oscar",22y 143d,57 (37-0-20 64.91%),65 (1.14),←,
28,"Cole, Tom",24y 73d,76 (49-0-27 64.47%),3 (0.04),←,
15,"Cripps, Jamie",29y 108d,197 (117-1-79 59.64%),244 (1.24),181 (109-1-71 60.50%),228 (1.26)
27,"Darling, Jack",29y 57d,234 (147-1-86 63.03%),445 (1.90),←,
42,"Edwards, Harry",20y 312d,10 (7-0-3 70.00%),,←,
16,"Edwards, Luke",19y 178d,7 (3-0-4 42.86%),,←,
3,"Gaff, Andrew",29y 54d,234 (145-1-88 62.18%),78 (0.33),←,
25,"Hurn, Shannon",33y 339d,301 (177-1-123 58.97%),50 (0.17),←,
34,"Hutchings, Mark",30y 76d,119 (73-1-45 61.76%),46 (0.39),←,
11,"Kelly, Tim",27y 14d,84 (50-0-34 59.52%),59 (0.70),36 (20-0-16 55.56%),11 (0.31)
17,"Kennedy, Josh",33y 349d,277 (147-2-128 53.43%),683 (2.47),255 (144-1-110 56.67%),672 (2.64)
7,"Langdon, Zac",25y 269d,47 (27-0-20 57.45%),29 (0.62),16 (10-0-6 62.50%),6 (0.38)
20,"McGovern, Jeremy",29y 116d,152 (97-0-55 63.82%),36 (0.24),←,
9,"Naitanui, Nic",31y 97d,203 (119-1-83 58.87%),110 (0.54),←,
30,"Nelson, Jackson",25y 147d,87 (59-0-28 67.82%),1 (0.01),←,
21,"Petruccelle, Jack",22y 119d,44 (25-0-19 56.82%),41 (0.93),←,
8,"Redden, Jack",30y 243d,241 (117-1-123 48.76%),75 (0.31),112 (73-0-39 65.18%),23 (0.21)
4,"Sheed, Dom",26y 121d,139 (87-1-51 62.95%),64 (0.46),←,
5,"Sheppard, Brad",30y 78d,215 (126-1-88 58.84%),19 (0.09),←,
19,"Vardy, Nathan",30y 45d,75 (48-1-26 64.67%),45 (0.60),50 (31-0-19 62.00%),20 (0.40)
36,"West, Connor",22y 94d,4 (2-0-2 50.00%),1 (0.25),←,
23,"Witherden, Alex",22y 333d,66 (30-0-36 45.45%),5 (0.08),7 (4-0-3 57.14%),
6,"Yeo, Elliot",27y 312d,175 (106-1-68 60.86%),73 (0.42),148 (95-1-52 64.53%),72 (0.49)
Totals,Totals,27y 49d,3044 (1795-13-1236 58.97%),2172 (0.71),,
C,"Simpson, Adam",45y 174d,180 (114-1-65 63.61%),,←,
