Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",4,3,1,5,,,,2.0,2.0,,,2.0,,1.0,,,4,,,3.0,,,82.0
18,"Cameron, Jeremy",11,9,4,15,1.0,3.0,,3.0,,3.0,,2.0,,1.0,,8.0,7,4.0,1.0,1.0,,,84.0
3,"Coniglio, Stephen",19,7,11,30,2.0,,,6.0,4.0,4.0,4.0,6.0,2.0,1.0,,6.0,22,,2.0,,,1.0,83.0
1,"Davis, Phil",8,4,7,15,,,,3.0,3.0,2.0,,6.0,,1.0,,8.0,7,1.0,,12.0,,1.0,86.0
24,"de Boer, Matt",3,1,3,6,1.0,,,6.0,,1.0,,,1.0,,,4.0,2,,,,,,85.0
7,"Deledio, Brett",6,3,12,18,,,,4.0,,3.0,1.0,1.0,1.0,,,9.0,8,,,,,,79.0
4,"Greene, Toby",7,1,2,9,,,,2.0,,1.0,,3.0,1.0,1.0,,3.0,6,,1.0,,,,85.0
32,"Griffen, Ryan",5,2,3,8,1.0,,,3.0,1.0,1.0,,1.0,,1.0,,5.0,3,,,2.0,,,64.0
19,"Haynes, Nick",9,3,2,11,,,,1.0,3.0,3.0,,1.0,,1.0,,2.0,8,,,4.0,1.0,,82.0
27,"Himmelberg, Harry",5,4,5,10,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,,4.0,8,,2.0,1.0,,2.0,86.0
2,"Hopper, Jacob",11,2,5,16,,1.0,,7.0,,6.0,5.0,3.0,2.0,1.0,,9.0,7,,,,,,73.0
25,"Keeffe, Lachlan",5,3,3,8,,,,2.0,2.0,,,2.0,2.0,2.0,,4.0,5,,,8.0,,,92.0
40,"Kennedy, Adam",10,5,2,12,,,,5.0,6.0,1.0,1.0,1.0,,,,4.0,7,,,,2.0,,91.0
17,"Langdon, Zac",6,3,3,9,1.0,,,3.0,,,3.0,2.0,1.0,,,7.0,3,1.0,1.0,1.0,,,74.0
37,"Lobb, Rory",11,4,1,12,1.0,,28.0,4.0,1.0,4.0,2.0,4.0,,1.0,,8.0,4,2.0,1.0,6.0,,,84.0
50,"Reid, Sam",6,4,4,10,,,,2.0,3.0,,1.0,3.0,,1.0,,5.0,7,,,2.0,,,81.0
5,"Shiel, Dylan",18,2,4,22,,,,5.0,3.0,6.0,4.0,7.0,,,,8.0,10,,,,,,78.0
14,"Taranto, Tim",13,5,4,17,,,,4.0,2.0,2.0,3.0,1.0,,,,6.0,9,1.0,,1.0,,,78.0
20,"Tomlinson, Adam",4,1,5,9,1.0,,1.0,,,,2.0,2.0,,2.0,,7.0,3,,,2.0,,,85.0
8,"Ward, Callan",10,3,8,18,,,,7.0,1.0,3.0,3.0,4.0,1.0,,,11.0,9,,,1.0,,,80.0
6,"Whitfield, Lachie",23,8,8,31,,,,3.0,8.0,4.0,3.0,3.0,1.0,,,12.0,18,1.0,,4.0,,,90.0
29,"Williams, Zac",13,2,6,19,,,,3.0,6.0,1.0,,5.0,,1.0,,6.0,11,,,6.0,,,78.0
Totals,Totals,207,79,103,310,9.0,5.0,29.0,76.0,46.0,47.0,33.0,62.0,12.0,16.0,,136.0,168,10.0,8.0,54.0,3.0,4.0,
Opposition,Opposition,232,95,167,399,9.0,15.0,44.0,70.0,34.0,58.0,33.0,58.0,16.0,12.0,,158.0,249,9.0,13.0,72.0,1.0,4.0,
