Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",25y 285d,119 (48-2-69 41.18%),34 (0.29),←,
18,"Banfield, Todd",21y 60d,41 (10-0-31 24.39%),51 (1.24),←,
20,"Black, Simon",32y 146d,295 (162-4-129 55.59%),163 (0.55),←,
44,"Cornelius, Aaron",21y 90d,13 (2-0-11 15.38%),18 (1.38),←,
39,"Drummond, Josh",28y 130d,78 (36-2-40 47.44%),32 (0.41),←,
41,"Golby, Mitch",19y 328d,7 (2-0-5 28.57%),,←,
11,"Hanley, Pearce",22y 285d,33 (7-0-26 21.21%),6 (0.18),←,
28,"Karnezis, Patrick",19y 126d,10 (2-0-8 20.00%),15 (1.50),←,
23,"Leuenberger, Matthew",23y 81d,65 (22-1-42 34.62%),10 (0.15),←,
36,"Maguire, Matt",27y 89d,127 (63-1-63 50.00%),19 (0.15),28 (9-0-19 32.14%),
9,"McGrath, Ashley",28y 99d,175 (85-2-88 49.14%),132 (0.75),←,
40,"McKeever, Niall",22y 192d,9 (2-0-7 22.22%),1 (0.11),←,
31,"Polkinghorne, James",22y 218d,60 (22-1-37 37.50%),35 (0.58),←,
6,"Power, Luke",31y 231d,282 (152-3-127 54.43%),226 (0.80),←,
29,"Raines, Andrew",25y 172d,81 (24-1-56 30.25%),2 (0.02),25 (6-0-19 24.00%),1 (0.04)
30,"Redden, Jack",20y 261d,53 (17-1-35 33.02%),23 (0.43),←,
37,"Retzlaff, Bryce",20y 59d,10 (3-0-7 30.00%),6 (0.60),←,
10,"Rich, Daniel",21y 81d,61 (23-1-37 38.52%),33 (0.54),←,
38,"Rockliff, Tom",21y 186d,39 (8-0-31 20.51%),16 (0.41),←,
3,"Sheldon, Sam",22y 172d,39 (17-1-21 44.87%),10 (0.26),←,
14,"Staker, Brent",27y 96d,139 (72-1-66 52.16%),98 (0.71),29 (8-0-21 27.59%),14 (0.48)
32,"Stiller, Cheynee",25y 116d,96 (37-3-56 40.10%),21 (0.22),←,
Totals,Totals,24y 43d,1832 (816-24-992 44.54%),951 (0.52),,
C,"Voss, Michael",36y 51d,67 (25-1-41 38.06%),,←,
