Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",22y 246d,91 (49-1-41 54.40%),42 (0.46),←,
16,"Croft, Matthew",22y 69d,30 (17-0-13 56.67%),17 (0.57),←,
3,"Grant, Chris",22y 144d,106 (59-1-46 56.13%),236 (2.23),←,
1,"Grgic, Ilija",23y 62d,38 (23-0-15 60.53%),51 (1.34),←,
37,"Hargraves, Daniel",19y 102d,7 (4-0-3 57.14%),8 (1.14),←,
6,"Johnson, Brad",18y 292d,15 (9-0-6 60.00%),10 (0.67),←,
4,"Kellett, Nigel",25y 139d,65 (34-0-31 52.31%),25 (0.38),←,
2,"Kolyniuk, Steven",24y 305d,97 (50-1-46 52.06%),116 (1.20),←,
12,"Koster, Kym",22y 94d,26 (14-0-12 53.85%),10 (0.38),←,
35,"Kretiuk, Steven",22y 306d,45 (28-0-17 62.22%),9 (0.20),←,
36,"Lane, Tyson",18y 254d,6 (4-0-2 66.67%),7 (1.17),←,
39,"Liberatore, Tony",29y 84d,134 (76-1-57 57.09%),69 (0.51),←,
44,"Osborne, Richard",30y 324d,227 (96-0-131 42.29%),494 (2.18),24 (15-0-9 62.50%),44 (1.83)
11,"Romero, Jose",23y 278d,95 (53-0-42 55.79%),103 (1.08),6 (4-0-2 66.67%),5 (0.83)
38,"Sir, Sedat",20y 61d,4 (2-0-2 50.00%),,←,
5,"Smith, Rohan",21y 340d,36 (23-0-13 63.89%),23 (0.64),←,
8,"Southern, Daniel",20y 125d,27 (14-0-13 51.85%),4 (0.15),←,
17,"Standfield, Barry",25y 82d,80 (46-0-34 57.50%),33 (0.41),←,
24,"Wallis, Stephen",30y 191d,234 (126-2-106 54.27%),55 (0.24),←,
25,"Watts, Jason",23y 281d,27 (15-0-12 55.56%),3 (0.11),←,
7,"West, Scott",20y 173d,46 (26-0-20 56.52%),30 (0.65),←,
Totals,Totals,23y 101d,1436 (768-6-662 53.48%),1345 (0.94),,
C,"Joyce, Alan",52y 197d,121 (83-0-38 68.60%),,28 (16-0-12 57.14%),
