Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",29y 297d,144 (94-1-49 65.63%),21 (0.15),←,
46,"Blicavs, Mark",34y 106d,286 (188-3-95 66.26%),75 (0.26),←,
12,"Bowes, Jack",27y 167d,134 (50-2-82 38.06%),39 (0.29),51 (29-1-21 57.84%),25 (0.49)
5,"Cameron, Jeremy",32y 102d,271 (143-3-125 53.32%),701 (2.59),100 (66-0-34 66.00%),274 (2.74)
45,"Close, Brad",26y 347d,118 (79-1-38 67.37%),103 (0.87),←,
35,"Dangerfield, Patrick",35y 98d,352 (211-2-139 60.23%),356 (1.01),198 (130-2-66 66.16%),193 (0.97)
28,"Dempsey, Oliver",22y 186d,49 (30-0-19 61.22%),47 (0.96),←,
39,"Guthrie, Zach",27y 12d,119 (75-2-42 63.87%),15 (0.13),←,
38,"Henry, Jack",26y 317d,155 (103-1-51 66.77%),24 (0.15),←,
36,"Henry, Oliver",22y 348d,85 (48-1-36 57.06%),120 (1.41),60 (34-1-25 57.50%),92 (1.53)
9,"Holmes, Max",22y 317d,93 (59-1-33 63.98%),43 (0.46),←,
17,"Humphries, Lawson",22y 169d,27 (19-0-8 70.37%),4 (0.15),←,
7,"Mannagh, Shaun",27y 340d,26 (19-0-7 73.08%),32 (1.23),←,
19,"Martin, Jack",30y 164d,156 (54-2-100 35.26%),134 (0.86),5 (3-0-2 60.00%),1 (0.20)
32,"Miers, Gryan",26y 104d,146 (95-1-50 65.41%),108 (0.74),←,
34,"Mullin, Oisin",25y 151d,34 (18-0-16 52.94%),,←,
33,"Neale, Shannon",22y 352d,37 (23-0-14 62.16%),51 (1.38),←,
42,"OConnor, Mark",28y 176d,139 (91-0-48 65.47%),10 (0.07),←,
14,"OSullivan, Connor",20y 54d,17 (11-0-6 64.71%),,←,
3,"Smith, Bailey",24y 217d,117 (68-0-49 58.12%),49 (0.42),14 (9-0-5 64.29%),5 (0.36)
1,"Stanley, Rhys",34y 223d,222 (130-2-90 59.01%),113 (0.51),164 (109-2-53 67.07%),73 (0.45)
15,"Stevens, George",20y 89d,2 (1-0-1 50.00%),1 (0.50),←,
44,"Stewart, Tom",32y 119d,183 (119-1-63 65.30%),5 (0.03),←,
Totals,Totals,27y 51d,2912 (1728-23-1161 59.34%),2051 (0.70),,
C,"Scott, Chris",49y 70d,351 (237-3-111 67.95%),,←,
