Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",25y 320d,85 (55-0-30 64.71%),50 (0.59),←,
8,"Bewick, Darren",24y 221d,76 (47-0-29 61.84%),116 (1.53),←,
36,"Bower, Brendan",25y 238d,94 (29-0-65 30.85%),22 (0.23),2 (0-0-2 0.00%),3 (1.50)
5,"Daniher, Terry",34y 227d,304 (186-3-115 61.68%),457 (1.50),285 (176-2-107 62.11%),435 (1.53)
38,"Denham, Sean",22y 335d,46 (24-0-22 52.17%),22 (0.48),2 (0-0-2 0.00%),1 (0.50)
2,"Dick, Willie",26y 13d,2 (0-0-2 0.00%),2 (1.00),←,
28,"Flood, David",23y 36d,29 (17-0-12 58.62%),15 (0.52),←,
25,"Fox, Brad",22y 172d,12 (6-0-6 50.00%),3 (0.25),←,
29,"Grenvold, David",26y 23d,37 (27-0-10 72.97%),6 (0.16),←,
16,"Hamilton, Paul",24y 284d,103 (59-1-43 57.77%),6 (0.06),←,
1,"Harvey, Mark",26y 292d,115 (79-0-36 68.70%),155 (1.35),←,
26,"Johnston, David",22y 354d,41 (21-0-20 51.22%),6 (0.15),←,
9,"Kickett, Derek",29y 175d,46 (25-0-21 54.35%),48 (1.04),34 (20-0-14 58.82%),36 (1.06)
13,"Long, Michael",22y 180d,69 (45-0-24 65.22%),46 (0.67),←,
27,"Madden, Simon",34y 90d,373 (221-2-150 59.52%),569 (1.53),←,
10,"ODonnell, Gary",26y 322d,95 (59-0-36 62.11%),26 (0.27),←,
3,"Salmon, Paul",27y 69d,145 (87-1-57 60.34%),331 (2.28),←,
19,"Somerville, Peter",23y 265d,30 (17-0-13 56.67%),24 (0.80),←,
26,"Thompson, Mark",28y 131d,130 (84-1-45 65.00%),43 (0.33),←,
4,"Wanganeen, Gavin",18y 285d,20 (9-0-11 45.00%),12 (0.60),←,
Totals,Totals,25y 311d,1852 (1097-8-747 59.23%),1959 (1.06),,
C,"Sheedy, Kevin",44y 96d,263 (173-1-89 65.97%),,←,
