Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",28y 1d,144 (79-0-65 54.86%),63 (0.44),20 (6-0-14 30.00%),8 (0.40)
36,"Blanck, James",22y 273d,23 (9-0-14 39.13%),,←,
22,"Breust, Luke",32y 282d,280 (170-2-108 61.07%),526 (1.88),←,
12,"Day, Will",22y 76d,53 (16-0-37 30.19%),10 (0.19),←,
24,"Grainger-Barras, Denver",21y 125d,28 (12-1-15 44.64%),4 (0.14),←,
15,"Hardwick, Blake",26y 196d,146 (63-2-81 43.84%),8 (0.05),←,
44,"Hustwaite, Henry",19y 31d,1 (0-0-1 0.00%),2 (2.00),←,
4,"Impey, Jarman",28y 42d,171 (80-0-91 46.78%),61 (0.36),96 (40-0-56 41.67%),27 (0.28)
23,"Koschitzke, Jacob",23y 40d,47 (16-2-29 36.17%),53 (1.13),←,
27,"Long, Ned",20y 196d,5 (0-0-5 0.00%),1 (0.20),←,
31,"Macdonald, Connor",20y 219d,40 (14-0-26 35.00%),21 (0.52),←,
32,"Maginness, Finn",22y 178d,31 (11-0-20 35.48%),4 (0.13),←,
13,"Moore, Dylan",24y 16d,74 (24-1-49 33.11%),73 (0.99),←,
1,"Morrison, Harry",24y 281d,90 (36-1-53 40.56%),23 (0.26),←,
11,"Nash, Conor",25y 23d,72 (29-1-42 40.97%),16 (0.22),←,
38,"Ramsden, Max",20y 123d,2 (0-0-2 0.00%),,←,
7,"Reeves, Ned",24y 293d,37 (14-1-22 39.19%),10 (0.27),←,
14,"Scrimshaw, Jack",24y 350d,82 (28-1-53 34.76%),10 (0.12),78 (28-1-49 36.54%),10 (0.13)
29,"Serong, Jai",20y 185d,4 (1-0-3 25.00%),1 (0.25),←,
6,"Sicily, James",28y 226d,133 (65-1-67 49.25%),61 (0.46),←,
25,"Ward, Josh",20y 3d,29 (11-0-18 37.93%),4 (0.14),←,
37,"Weddle, Josh",19y 87d,16 (6-0-10 37.50%),4 (0.25),←,
5,"Worpel, James",24y 208d,101 (39-2-60 39.60%),38 (0.38),←,
Totals,Totals,23y 245d,1609 (723-15-871 44.93%),993 (0.62),,
C,"Mitchell, Sam",40y 312d,44 (15-0-29 34.09%),,←,
