Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 42d,30 (5-0-25 16.67%),21 (0.70),←,
10,"Ballard, Charlie",19y 244d,12 (1-0-11 8.33%),1 (0.08),←,
3,"Bowes, Jack",21y 57d,28 (5-0-23 17.86%),6 (0.21),←,
29,"Burgess, Chris",23y 118d,1 (0-0-1 0.00%),1 (1.00),←,
25,"Collins, Sam",24y 282d,15 (3-0-12 20.00%),,1 (0-0-1 0.00%),
8,"Fiorini, Brayden",21y 214d,27 (6-0-21 22.22%),11 (0.41),←,
1,"Hanley, Pearce",30y 129d,146 (41-0-105 28.08%),59 (0.40),17 (3-0-14 17.65%),1 (0.06)
5,"Harbrow, Jarrod",30y 249d,225 (81-2-142 36.44%),54 (0.24),155 (41-1-113 26.77%),33 (0.21)
20,"Hombsch, Jack",26y 17d,99 (50-0-49 50.51%),1 (0.01),1 (0-0-1 0.00%),
33,"Horlin-Smith, George",26y 92d,52 (34-1-17 66.35%),27 (0.52),1 (0-0-1 0.00%),
41,"Lukosius, Jack",18y 227d,1 (0-0-1 0.00%),,←,
44,"Macpherson, Darcy",21y 146d,18 (3-0-15 16.67%),9 (0.50),←,
4,"Martin, Jack",24y 54d,82 (22-1-59 27.44%),73 (0.89),←,
2,"Miles, Anthony",27y 24d,72 (36-0-36 50.00%),26 (0.36),1 (0-0-1 0.00%),1 (1.00)
11,"Miller, Touk",23y 30d,83 (17-1-65 21.08%),24 (0.29),←,
31,"Murdoch, Jordan",27y 1d,109 (72-2-35 66.97%),73 (0.67),1 (0-0-1 0.00%),
27,"Powell, Wil",19y 210d,8 (1-0-7 12.50%),3 (0.38),←,
6,"Sexton, Alex",25y 111d,98 (25-0-73 25.51%),75 (0.77),←,
24,"Swallow, David",26y 125d,118 (31-0-87 26.27%),58 (0.49),←,
14,"Weller, Lachie",23y 29d,70 (18-0-52 25.71%),21 (0.30),23 (4-0-19 17.39%),4 (0.17)
28,"Witts, Jarrod",26y 192d,81 (28-0-53 34.57%),22 (0.27),41 (10-0-31 24.39%),4 (0.10)
30,"Wright, Peter",22y 197d,50 (10-0-40 20.00%),66 (1.32),←,
Totals,Totals,24y 27d,1425 (489-7-929 34.32%),631 (0.44),,
C,"Dew, Stuart",39y 218d,23 (4-0-19 17.39%),,←,
