Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",25y 224d,98 (33-0-65 33.67%),79 (0.81),←,
32,"Bell, Peter",25y 121d,135 (84-0-51 62.22%),124 (0.92),12 (0-0-12 0.00%),4 (0.33)
7,"Black, Heath",22y 33d,61 (16-0-45 26.23%),32 (0.52),←,
30,"Brown, Leigh",19y 127d,33 (8-0-25 24.24%),5 (0.15),←,
9,"Carr, Matthew",22y 183d,40 (7-1-32 18.75%),5 (0.13),12 (0-0-12 0.00%),3 (0.25)
10,"Cook, Troy",24y 322d,78 (32-0-46 41.03%),32 (0.41),35 (8-0-27 22.86%),21 (0.60)
31,"Eastaugh, Simon",28y 18d,20 (8-0-12 40.00%),2 (0.10),3 (0-0-3 0.00%),1 (0.33)
2,"Fletcher, Adrian",31y 263d,222 (89-2-131 40.54%),95 (0.43),70 (18-0-52 25.71%),22 (0.31)
4,"Hasleby, Paul",20y 18d,34 (8-0-26 23.53%),25 (0.74),←,
5,"Jones, Anthony",26y 193d,66 (21-0-45 31.82%),3 (0.05),←,
11,"Kickett, Dale",33y 57d,169 (65-0-104 38.46%),61 (0.36),123 (42-0-81 34.15%),21 (0.17)
20,"Longmuir, Justin",20y 160d,26 (4-0-22 15.38%),16 (0.62),←,
21,"Longmuir, Troy",22y 36d,41 (11-0-30 26.83%),13 (0.32),24 (6-0-18 25.00%),10 (0.42)
8,"McManus, Shaun",25y 141d,92 (26-0-66 28.26%),50 (0.54),←,
17,"McPhee, Adam",18y 267d,5 (0-0-5 0.00%),1 (0.20),←,
23,"Parker, Shane",28y 132d,119 (37-0-82 31.09%),8 (0.07),←,
29,"Pavlich, Matthew",19y 181d,31 (6-0-25 19.35%),28 (0.90),←,
36,"Prescott, Ashley",28y 292d,127 (55-1-71 43.70%),19 (0.15),37 (8-0-29 21.62%),4 (0.11)
33,"Shipp, Andrew",21y 355d,33 (7-0-26 21.21%),19 (0.58),←,
19,"Walker, James",22y 166d,44 (10-0-34 22.73%),4 (0.09),←,
26,"Waterhouse, Clive",27y 7d,91 (29-0-62 31.87%),164 (1.80),←,
24,"Wira, Brad",29y 106d,91 (36-1-54 40.11%),15 (0.16),30 (6-0-24 20.00%),11 (0.37)
Totals,Totals,24y 254d,1656 (592-5-1059 35.75%),800 (0.48),,
C,"Allan, Ben",32y 258d,4 (0-0-4 0.00%),,←,
