Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
32,"Bugg, Tomas",23y 75d,78 (23-0-55 29.49%),18 (0.23),13 (6-0-7 46.15%),2 (0.15)
6,"Dawes, Chris",28y 34d,118 (64-1-53 54.66%),127 (1.08),47 (10-0-37 21.28%),44 (0.94)
17,"Frost, Sam",22y 296d,32 (10-0-22 31.25%),6 (0.19),11 (5-0-6 45.45%),4 (0.36)
11,"Gawn, Max",24y 172d,52 (15-0-37 28.85%),30 (0.58),←,
1,"Hogan, Jesse",21y 128d,33 (12-0-21 36.36%),75 (2.27),←,
29,"Hunt, Jayden",21y 77d,10 (5-0-5 50.00%),,←,
39,"Jetta, Neville",26y 128d,85 (21-2-62 25.88%),21 (0.25),←,
2,"Jones, Nathan",28y 151d,214 (54-3-157 25.93%),102 (0.48),←,
35,"Kennedy, Ben",22y 108d,37 (18-0-19 48.65%),26 (0.70),12 (6-0-6 50.00%),11 (0.92)
16,"Kent, Dean",22y 116d,44 (11-0-33 25.00%),41 (0.93),←,
28,"McDonald, Oscar",20y 93d,8 (4-0-4 50.00%),,←,
25,"McDonald, Tom",23y 275d,95 (24-0-71 25.26%),8 (0.08),←,
13,"Oliver, Clayton",18y 333d,10 (5-0-5 50.00%),4 (0.40),←,
5,"Petracca, Christian",20y 167d,8 (3-0-5 37.50%),7 (0.88),←,
15,"Stretch, Billy",19y 285d,19 (6-0-13 31.58%),4 (0.21),←,
9,"Trengove, Jack",24y 291d,84 (21-2-61 26.19%),39 (0.46),←,
12,"Tyson, Dom",23y 11d,62 (15-0-47 24.19%),34 (0.55),49 (14-0-35 28.57%),30 (0.61)
37,"Vandenberg, Aaron",24y 108d,20 (7-0-13 35.00%),9 (0.45),←,
23,"Vince, Bernie",30y 261d,184 (83-0-101 45.11%),109 (0.59),55 (15-0-40 27.27%),29 (0.53)
7,"Viney, Jack",22y 67d,61 (16-0-45 26.23%),18 (0.30),←,
42,"Wagner, Josh",21y 361d,11 (5-0-6 45.45%),,←,
4,"Watts, Jack",25y 85d,128 (34-2-92 27.34%),107 (0.84),←,
Totals,Totals,23y 165d,1393 (456-10-927 32.74%),785 (0.56),,
C,"Roos, Paul",52y 358d,259 (133-2-124 51.74%),,57 (17-0-40 29.82%),
