Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 151d,118 (63-0-55 53.39%),49 (0.42),73 (55-0-18 75.34%),25 (0.34)
31,"Andrews, Harris",27y 88d,187 (89-0-98 47.59%),11 (0.06),←,
33,"Bailey, Zac",24y 167d,119 (78-0-41 65.55%),122 (1.03),←,
7,"Berry, Jarrod",26y 32d,134 (75-0-59 55.97%),58 (0.43),←,
23,"Cameron, Charlie",29y 247d,203 (130-1-72 64.29%),362 (1.78),130 (83-0-47 63.85%),275 (2.12)
18,"Coleman, Keidean",23y 343d,65 (43-0-22 66.15%),14 (0.22),←,
3,"Daniher, Joe",30y 4d,178 (87-1-90 49.16%),338 (1.90),70 (47-0-23 67.14%),147 (2.10)
5,"Dunkley, Josh",27y 59d,141 (83-0-58 58.87%),67 (0.48),25 (18-0-7 72.00%),2 (0.08)
28,"Fletcher, Jaspa",20y 13d,15 (11-0-4 73.33%),8 (0.53),←,
27,"Gardiner, Darcy",28y 168d,159 (73-0-86 45.91%),5 (0.03),←,
30,"Hipwood, Eric",26y 177d,154 (82-0-72 53.25%),230 (1.49),←,
35,"Lester, Ryan",31y 195d,181 (81-0-100 44.75%),47 (0.26),←,
1,"Lohmann, Kai",20y 307d,9 (7-0-2 77.78%),1 (0.11),←,
17,"Lyons, Jarryd",31y 230d,192 (113-0-79 58.85%),86 (0.45),100 (69-0-31 69.00%),37 (0.37)
11,"McCarthy, Lincoln",30y 138d,144 (101-0-43 70.14%),161 (1.12),115 (78-0-37 67.83%),136 (1.18)
6,"McCluggage, Hugh",26y 5d,156 (88-0-68 56.41%),98 (0.63),←,
46,"McInerney, Oscar",29y 242d,127 (80-0-47 62.99%),54 (0.43),←,
9,"Neale, Lachie",30y 289d,247 (140-0-107 56.68%),115 (0.47),112 (75-0-37 66.96%),48 (0.43)
40,"Payne, Jack",24y 145d,51 (32-0-19 62.75%),2 (0.04),←,
16,"Rayner, Cam",24y 139d,114 (69-0-45 60.53%),105 (0.92),←,
37,"Starcevich, Brandon",24y 228d,98 (67-0-31 68.37%),6 (0.06),←,
44,"Wilmot, Darcy",20y 68d,30 (21-0-9 70.00%),6 (0.20),←,
15,"Zorko, Dayne",35y 28d,251 (116-0-135 46.22%),226 (0.90),←,
Totals,Totals,26y 341d,3073 (1729-2-1342 56.26%),2171 (0.71),,
C,"Fagan, Chris",62y 259d,163 (92-0-71 56.44%),,←,
