Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",24y 126d,137 (82-1-54 60.22%),16 (0.12),←,
22,"Breust, Luke",21y 204d,26 (20-0-6 76.92%),43 (1.65),←,
9,"Burgoyne, Shaun",29y 225d,207 (132-1-74 64.01%),196 (0.95),50 (35-1-14 71.00%),25 (0.50)
23,"Franklin, Lance",25y 124d,152 (83-1-68 54.93%),485 (3.19),←,
6,"Gibson, Josh",28y 81d,110 (57-2-51 52.73%),2 (0.02),45 (28-1-16 63.33%),
18,"Guerra, Brent",30y 4d,227 (150-1-76 66.30%),104 (0.46),131 (81-1-49 62.21%),21 (0.16)
20,"Hale, David",28y 11d,159 (77-2-80 49.06%),147 (0.92),30 (21-0-9 70.00%),28 (0.93)
32,"Hill, Bradley",18y 329d,2 (1-0-1 50.00%),,←,
3,"Lewis, Jordan",26y 39d,157 (85-1-71 54.46%),77 (0.49),←,
5,"Mitchell, Sam",29y 234d,207 (110-1-96 53.38%),49 (0.24),←,
28,"Puopolo, Paul",24y 183d,26 (20-0-6 76.92%),13 (0.50),←,
33,"Rioli, Cyril",22y 324d,93 (59-1-33 63.98%),123 (1.32),←,
2,"Roughead, Jarryd",25y 131d,145 (79-1-65 54.83%),269 (1.86),←,
21,"Savage, Shane",21y 149d,30 (20-0-10 66.67%),19 (0.63),←,
25,"Schoenmakers, Ryan",21y 207d,45 (22-0-23 48.89%),1 (0.02),←,
12,"Sewell, Brad",28y 121d,155 (84-1-70 54.52%),22 (0.14),←,
26,"Shiels, Liam",21y 34d,50 (30-0-20 60.00%),13 (0.26),←,
16,"Smith, Isaac",23y 155d,23 (18-0-5 78.26%),27 (1.17),←,
24,"Stratton, Ben",23y 93d,37 (21-1-15 58.11%),1 (0.03),←,
4,"Suckling, Matt",23y 313d,39 (25-0-14 64.10%),14 (0.36),←,
37,"Whitecross, Brendan",22y 129d,60 (36-1-23 60.83%),32 (0.53),←,
11,"Young, Clinton",26y 107d,102 (59-1-42 58.33%),53 (0.52),←,
Totals,Totals,24y 300d,2189 (1270-16-903 58.02%),1706 (0.78),,
C,"Clarkson, Alastair",44y 36d,173 (94-1-78 54.62%),,←,
