Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",26y 345d,146 (63-2-81 43.84%),58 (0.40),115 (60-2-53 53.04%),46 (0.40)
17,"Brown, Callum",22y 125d,47 (26-1-20 56.38%),18 (0.38),←,
6,"Brown, Tyler",20y 265d,6 (3-1-2 58.33%),1 (0.17),←,
14,"Cameron, Darcy",25y 43d,9 (4-1-4 50.00%),4 (0.44),8 (4-1-3 56.25%),4 (0.50)
46,"Cox, Mason",29y 169d,64 (36-0-28 56.25%),78 (1.22),←,
25,"Crisp, Jack",26y 333d,148 (76-2-70 52.03%),48 (0.32),130 (69-2-59 53.85%),38 (0.29)
26,"Daicos, Josh",21y 278d,30 (17-1-12 58.33%),17 (0.57),←,
5,"Elliott, Jamie",28y 9d,118 (69-2-47 59.32%),170 (1.44),←,
4,"Grundy, Brodie",26y 137d,146 (80-2-64 55.48%),45 (0.31),←,
32,"Hoskin-Elliott, Will",26y 363d,132 (58-2-72 44.70%),130 (0.98),80 (46-2-32 58.75%),88 (1.10)
44,"Madgen, Jack",27y 127d,16 (12-1-3 78.13%),,←,
37,"Maynard, Brayden",23y 345d,111 (57-2-52 52.25%),15 (0.14),←,
16,"Mayne, Chris",31y 302d,229 (130-2-97 57.21%),207 (0.90),57 (35-1-21 62.28%),11 (0.19)
41,"Mihocek, Brody",27y 208d,53 (34-1-18 65.09%),81 (1.53),←,
30,"Moore, Darcy",24y 218d,84 (38-2-44 46.43%),61 (0.73),←,
9,"Noble, John",23y 158d,17 (11-1-5 67.65%),1 (0.06),←,
10,"Pendlebury, Scott",32y 236d,311 (189-3-119 61.25%),179 (0.58),←,
21,"Phillips, Tom",24y 115d,88 (51-2-35 59.09%),44 (0.50),←,
3,"Quaynor, Isaac",20y 228d,10 (5-0-5 50.00%),,←,
23,"Roughead, Jordan",29y 301d,174 (87-1-86 50.29%),35 (0.20),36 (24-1-11 68.06%),1 (0.03)
1,"Stephenson, Jaidyn",21y 228d,50 (33-0-17 66.00%),74 (1.48),←,
24,"Thomas, Josh",28y 334d,98 (62-2-34 64.29%),89 (0.91),←,
Totals,Totals,25y 354d,2087 (1141-31-915 54.67%),1355 (0.65),,
C,"Buckley, Nathan",48y 35d,200 (111-2-87 56.00%),,←,
