Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Aish, James",8,4.0,5,13,,,,2.0,6.0,,,,1.0,,,2,11,,,4.0,,,79.0
11,"Beams, Dayne",15,5.0,15,30,,3.0,,2.0,3.0,4.0,7.0,3.0,1.0,1.0,,11,20,1.0,1.0,,,1.0,83.0
17,"Brown, Callum",2,,7,9,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,6,3,,,,,,71.0
25,"Crisp, Jack",14,5.0,13,27,,,,4.0,2.0,3.0,2.0,5.0,1.0,1.0,,13,12,1.0,,2.0,,,92.0
19,"Greenwood, Levi",10,6.0,7,17,,,,3.0,2.0,,,1.0,,,,2,14,,,2.0,,,90.0
4,"Grundy, Brodie",16,4.0,8,24,,,49.0,6.0,2.0,3.0,7.0,4.0,3.0,,3.0,18,6,3.0,,5.0,,,90.0
32,"Hoskin-Elliott, Will",11,8.0,2,13,1.0,1.0,,1.0,1.0,3.0,,1.0,,,,3,11,1.0,2.0,1.0,,2.0,89.0
38,"Howe, Jeremy",10,3.0,2,12,,,,1.0,5.0,,,,1.0,,,1,8,,,7.0,,,90.0
8,"Langdon, Tom",6,3.0,5,11,,,,1.0,2.0,1.0,,2.0,,,,4,6,,,3.0,,,41.0
37,"Maynard, Brayden",8,1.0,6,14,,1.0,,6.0,4.0,1.0,,,2.0,,,4,8,,,2.0,,,84.0
16,"Mayne, Chris",12,5.0,13,25,,,,3.0,3.0,,2.0,4.0,1.0,1.0,,7,16,,,2.0,,1.0,81.0
41,"Mihocek, Brody",10,8.0,4,14,4.0,1.0,,1.0,,1.0,,1.0,2.0,,1.0,7,8,1.0,4.0,3.0,,2.0,88.0
10,"Pendlebury, Scott",13,2.0,14,27,,,,3.0,2.0,7.0,5.0,4.0,,1.0,,11,16,,,1.0,,,80.0
21,"Phillips, Tom",13,6.0,7,20,,,,2.0,1.0,3.0,1.0,,1.0,,,7,13,,,,,1.0,88.0
20,"Reid, Ben",10,7.0,6,16,3.0,1.0,4.0,,1.0,2.0,1.0,3.0,,1.0,,10,6,5.0,3.0,,,1.0,85.0
23,"Roughead, Jordan",6,5.0,4,10,,,,,4.0,1.0,,,,,,2,8,1.0,,9.0,,,91.0
22,"Sidebottom, Steele",16,6.0,13,29,2.0,1.0,,3.0,1.0,4.0,2.0,1.0,,,2.0,8,20,,1.0,2.0,,1.0,90.0
1,"Stephenson, Jaidyn",11,8.0,6,17,3.0,,,1.0,,4.0,,4.0,,,,4,14,1.0,3.0,3.0,,1.0,89.0
24,"Thomas, Josh",7,2.0,6,13,2.0,1.0,,4.0,,4.0,,,,,,2,11,,1.0,1.0,,,74.0
7,"Treloar, Adam",14,3.0,24,38,,,,3.0,1.0,3.0,7.0,4.0,2.0,,,15,19,,,1.0,,1.0,77.0
18,"Varcoe, Travis",8,2.0,5,13,2.0,,,4.0,1.0,1.0,,4.0,1.0,3.0,,6,8,,,1.0,,,77.0
33,"Wills, Rupert",7,3.0,7,14,,1.0,,7.0,,1.0,4.0,1.0,3.0,1.0,,10,4,1.0,,1.0,,,72.0
Totals,Totals,227,96.0,179,406,17.0,10.0,53.0,59.0,42.0,47.0,39.0,44.0,20.0,11.0,6.0,153,242,15.0,15.0,50.0,,11.0,
Opposition,Opposition,188,79.0,148,336,10.0,11.0,24.0,72.0,28.0,52.0,35.0,50.0,11.0,20.0,,132,214,11.0,10.0,41.0,4.0,9.0,
