Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",6,5,4,10,1,1.0,,1.0,1.0,2.0,,,,,,4.0,5.0,2.0,1.0,2.0,,,78.0
5,"Boyd, Matthew",16,2,12,28,,,,2.0,3.0,4.0,5.0,5.0,,1.0,,13.0,14.0,1.0,,2.0,,1.0,88.0
4,"Cross, Daniel",8,7,14,22,,,2.0,8.0,1.0,1.0,8.0,2.0,5.0,1.0,,11.0,12.0,,1.0,2.0,,,85.0
10,"Eagleton, Nathan",12,2,8,20,,,,,2.0,5.0,1.0,4.0,,,,4.0,14.0,,,1.0,1.0,,75.0
13,"Giansiracusa, Daniel",5,1,6,11,1,,,2.0,,2.0,,,,,,4.0,7.0,,,,,,85.0
9,"Gilbee, Lindsay",11,4,6,17,1,1.0,,1.0,2.0,1.0,,2.0,,,,4.0,12.0,,,1.0,2.0,1.0,82.0
1,"Grant, Jarrad",8,5,6,14,1,1.0,,2.0,,1.0,,1.0,3.0,,,5.0,10.0,,2.0,1.0,,1.0,85.0
16,"Griffen, Ryan",14,2,10,24,,,2.0,1.0,1.0,5.0,3.0,3.0,,1.0,,7.0,16.0,,,2.0,,,81.0
8,"Hahn, Mitch",13,7,5,18,2,1.0,,5.0,2.0,5.0,2.0,4.0,,2.0,,7.0,10.0,1.0,1.0,,1.0,,89.0
28,"Hall, Barry",6,4,3,9,1,3.0,,1.0,,,,1.0,1.0,,,4.0,5.0,1.0,3.0,,,,91.0
40,"Harbrow, Jarrod",13,2,8,21,,1.0,,2.0,5.0,2.0,1.0,3.0,,,,9.0,11.0,,,1.0,4.0,,83.0
25,"Hargrave, Ryan",17,3,7,24,,,,5.0,4.0,,1.0,4.0,1.0,1.0,,6.0,16.0,,,3.0,,,88.0
15,"Hudson, Ben",6,4,5,11,,,17.0,,1.0,2.0,4.0,1.0,1.0,1.0,,8.0,3.0,2.0,,2.0,,1.0,67.0
6,"Johnson, Brad",8,2,2,10,,,,,,2.0,1.0,2.0,1.0,1.0,,6.0,4.0,,1.0,2.0,,1.0,82.0
36,"Lake, Brian",12,9,6,18,,,,,5.0,1.0,,3.0,,1.0,,9.0,7.0,4.0,1.0,6.0,,,96.0
27,"Minson, Will",4,2,2,6,,,20.0,2.0,2.0,2.0,1.0,2.0,,2.0,,3.0,3.0,,,3.0,,,67.0
38,"Morris, Dale",7,1,5,12,,,,3.0,,,,2.0,1.0,1.0,,4.0,6.0,1.0,,6.0,,,84.0
2,"Murphy, Robert",8,1,2,10,,1.0,,1.0,1.0,6.0,,,,,,2.0,6.0,,1.0,4.0,,1.0,72.0
42,"Picken, Liam",8,2,4,12,1,1.0,,5.0,,4.0,2.0,4.0,4.0,2.0,,6.0,6.0,,1.0,3.0,1.0,,81.0
14,"Ward, Callan",11,3,19,30,,1.0,,5.0,1.0,2.0,8.0,1.0,2.0,,,19.0,11.0,,,,1.0,,82.0
12,"Williams, Tom",4,3,7,11,,,,1.0,,1.0,1.0,2.0,1.0,,,3.0,8.0,,,8.0,,,78.0
29,"Wood, Easton",4,3,9,13,,,,2.0,2.0,1.0,1.0,,1.0,,,5.0,8.0,,,1.0,2.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,74,150,351,8,16.0,41.0,49.0,33.0,49.0,39.0,46.0,21.0,14.0,,143.0,194.0,12.0,12.0,50.0,12.0,6.0,
Opposition,Opposition,226,102,141,367,13,10.0,34.0,79.0,36.0,49.0,40.0,46.0,14.0,21.0,,148.0,209.0,15.0,10.0,52.0,7.0,9.0,
