West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",12,5,6,18,,1.0,9.0,,,,,,1.0,1.0,,,,,,,,,
6,"Banfield, Drew",3,1,4,7,,,,2.0,,,,,,,,,,,,,,,
20,"Bond, Shane",9,,5,14,1,1.0,,4.0,,,,,2.0,,,,,,,,,,
14,"Brennan, Michael",5,2,,5,,,,,,,,,,,,,,,,,,,
32,"Clape, Matt",4,1,3,7,,1.0,,,,,,,,,,,,,,,,,
36,"Hart, David",16,2,3,19,,,,2.0,,,,,4.0,1.0,,,,,,,,,
27,"Jakovich, Glen",12,4,5,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Kemp, Dean",11,2,7,18,,,,3.0,,,,,1.0,4.0,,,,,,,,,
5,"Lamb, Dwayne",5,1,6,11,,,,2.0,,,,,2.0,,,,,,,,,,
28,"Lewis, Chris",14,2,3,17,1,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Mainwaring, Chris",15,4,5,20,1,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
30,"Matera, Peter",6,1,5,11,,,,4.0,,,,,1.0,2.0,,,,,,,,,
11,"McIntosh, Ashley",9,3,9,18,1,,,2.0,,,,,,1.0,,,,,,,,,
17,"McKenna, Guy",3,1,2,5,,,,2.0,,,,,1.0,,,,,,,,,,
10,"Pyke, Don",16,3,4,20,1,,,1.0,,,,,1.0,,,,,,,,,,
4,"Sumich, Peter",8,3,,8,1,4.0,,2.0,,,,,1.0,1.0,,,,,,,,,
38,"Symmons, Paul",4,,2,6,,,,,,,,,,,,,,,,,,,
7,"Turley, Craig",6,3,7,13,,,,,,,,,1.0,1.0,,,,,,,,,
50,"Turnbull, Ryan",4,,1,5,,,7.0,1.0,,,,,1.0,1.0,,,,,,,,,
12,"White, Mitchell",4,,2,6,,,,,,,,,,,,,,,,,,,
9,"Wilson, Peter",14,4,6,20,1,,,6.0,,,,,1.0,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,42,85,265,7,12.0,16.0,35.0,,,,,21.0,20.0,,,,,,,,,
Opposition,Opposition,209,77,115,324,15,10.0,12.0,43.0,,,,,20.0,21.0,6.0,,,,,,,,
