Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",23y 127d,88 (29-0-59 32.95%),227 (2.58),←,
3,"Coniglio, Stephen",22y 235d,80 (32-0-48 40.00%),32 (0.40),←,
1,"Davis, Phil",25y 342d,92 (38-0-54 41.30%),6 (0.07),74 (27-0-47 36.49%),5 (0.07)
4,"Greene, Toby",22y 316d,93 (31-0-62 33.33%),70 (0.75),←,
32,"Griffen, Ryan",30y 10d,233 (116-1-116 50.00%),143 (0.61),31 (19-0-12 61.29%),13 (0.42)
19,"Haynes, Nick",24y 80d,57 (22-0-35 38.60%),6 (0.11),←,
27,"Himmelberg, Harry",20y 90d,4 (4-0-0 100.00%),,←,
17,"Johnson, Steve",33y 33d,271 (191-3-77 71.03%),487 (1.80),18 (13-0-5 72.22%),35 (1.94)
22,"Kelly, Josh",21y 176d,55 (27-0-28 49.09%),34 (0.62),←,
37,"Lobb, Rory",23y 179d,30 (17-0-13 56.67%),28 (0.93),←,
41,"Mumford, Shane",30y 32d,146 (95-2-49 65.75%),47 (0.32),46 (26-0-20 56.52%),8 (0.17)
24,"Patfull, Joel",31y 243d,215 (94-3-118 44.42%),26 (0.12),33 (21-0-12 63.64%),2 (0.06)
12,"Patton, Jonathon",23y 78d,50 (21-0-29 42.00%),58 (1.16),←,
50,"Reid, Sam",26y 273d,30 (12-0-18 40.00%),10 (0.33),20 (6-0-14 30.00%),9 (0.45)
9,"Scully, Tom",25y 83d,122 (43-1-78 35.66%),53 (0.43),91 (30-0-61 32.97%),47 (0.52)
23,"Shaw, Heath",30y 253d,232 (141-2-89 61.21%),38 (0.16),59 (31-0-28 52.54%),1 (0.02)
10,"Smith, Devon",23y 78d,88 (26-0-62 29.55%),79 (0.90),←,
20,"Tomlinson, Adam",22y 362d,62 (15-0-47 24.19%),18 (0.29),←,
8,"Ward, Callan",26y 118d,162 (65-0-97 40.12%),83 (0.51),102 (33-0-69 32.35%),50 (0.49)
6,"Whitfield, Lachie",22y 19d,67 (25-0-42 37.31%),31 (0.46),←,
29,"Williams, Zac",21y 321d,48 (21-0-27 43.75%),13 (0.27),←,
16,"Wilson, Nathan",23y 212d,49 (22-0-27 44.90%),12 (0.24),←,
Totals,Totals,25y 83d,2274 (1087-12-1175 47.80%),1501 (0.66),,
C,"Cameron, Leon",43y 339d,63 (31-0-32 49.21%),,←,
