Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",26y 216d,68 (32-0-36 47.06%),5 (0.07),4 (3-0-1 75.00%),
15,"Amon, Karl",25y 233d,82 (48-0-34 58.54%),38 (0.46),←,
10,"Boak, Travis",32y 251d,287 (144-1-142 50.35%),181 (0.63),←,
3,"Burton, Ryan",24y 68d,75 (43-1-31 58.00%),9 (0.12),28 (18-0-10 64.29%),4 (0.14)
18,"Butters, Zak",20y 213d,40 (25-0-15 62.50%),27 (0.68),←,
33,"Byrne-Jones, Darcy",25y 201d,109 (63-0-46 57.80%),6 (0.06),←,
17,"Clurey, Tom",27y 17d,103 (63-0-40 61.17%),,←,
22,"Dixon, Charlie",30y 198d,157 (75-1-81 48.09%),252 (1.61),92 (56-0-36 60.87%),158 (1.72)
28,"Drew, Willem",22y 190d,14 (8-0-6 57.14%),3 (0.21),←,
7,"Duursma, Xavier",20y 276d,39 (26-0-13 66.67%),20 (0.51),←,
13,"Fantasia, Orazio",25y 207d,84 (37-1-46 44.64%),120 (1.43),4 (3-0-1 75.00%),9 (2.25)
19,"Georgiades, Mitch",19y 193d,10 (7-0-3 70.00%),15 (1.50),←,
9,"Gray, Robbie",33y 10d,241 (123-0-118 51.04%),337 (1.40),←,
8,"Hartlett, Hamish",30y 238d,186 (94-1-91 50.81%),76 (0.41),←,
5,"Houston, Dan",23y 332d,81 (50-0-31 61.73%),13 (0.16),←,
1,"Jonas, Tom",30y 90d,162 (89-1-72 55.25%),1 (0.01),←,
34,"Jones, Lachie",19y,1 (1-0-0 100.00%),,←,
38,"Ladhams, Peter",23y 85d,19 (12-0-7 63.16%),10 (0.53),←,
29,"Lycett, Scott",28y 195d,112 (72-0-40 64.29%),55 (0.49),37 (24-0-13 64.86%),10 (0.27)
32,"Mayes, Sam",26y 324d,108 (32-0-76 29.63%),27 (0.25),7 (5-0-2 71.43%),1 (0.14)
6,"Motlop, Steven",30y 28d,188 (122-2-64 65.43%),211 (1.12),53 (32-0-21 60.38%),36 (0.68)
20,"Rozee, Connor",21y 77d,40 (25-0-15 62.50%),40 (1.00),←,
16,"Wines, Ollie",26y 184d,162 (93-0-69 57.41%),71 (0.44),←,
Totals,Totals,25y 309d,2368 (1284-8-1076 54.22%),1517 (0.64),,
C,"Hinkley, Ken",54y 191d,182 (106-0-76 58.24%),,←,
