Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 142d,271 (163-0-108 60.15%),138 (0.51),←,
27,"Baird, John",25y 63d,45 (21-1-23 47.78%),7 (0.16),←,
16,"Brown, Leigh",23y 171d,126 (52-1-73 41.67%),47 (0.37),63 (33-1-29 53.17%),27 (0.43)
24,"Firrito, Michael",21y 259d,38 (21-0-17 55.26%),8 (0.21),←,
6,"Grant, Shannon",28y 116d,234 (134-2-98 57.69%),267 (1.14),176 (102-1-73 58.24%),229 (1.30)
31,"Hale, David",21y 83d,34 (16-0-18 47.06%),17 (0.50),←,
39,"Harding, Leigh",24y 109d,67 (36-1-30 54.48%),99 (1.48),←,
4,"Harris, Daniel",23y 95d,66 (35-1-30 53.79%),23 (0.35),←,
29,"Harvey, Brent",27y 91d,191 (112-1-78 58.90%),229 (1.20),←,
21,"Jones, Corey",24y 168d,78 (38-0-40 48.72%),90 (1.15),←,
35,"Makepeace, Troy",26y 160d,124 (65-1-58 52.82%),32 (0.26),←,
43,"Perkins, Justin",22y 218d,4 (1-0-3 25.00%),,←,
20,"Petrie, Drew",22y 302d,82 (41-1-40 50.61%),67 (0.82),←,
30,"Pratt, Daniel",22y 145d,18 (10-0-8 55.56%),1 (0.06),15 (9-0-6 60.00%),
3,"Rawlings, Brady",24y 64d,108 (59-0-49 54.63%),46 (0.43),←,
26,"Rocca, Saverio",31y 266d,245 (114-3-128 47.14%),721 (2.94),89 (44-1-44 50.00%),207 (2.33)
7,"Simpson, Adam",29y 178d,220 (133-1-86 60.68%),68 (0.31),←,
9,"Sinclair, Jess",26y 352d,138 (54-1-83 39.49%),58 (0.42),88 (41-1-46 47.16%),32 (0.36)
23,"Thompson, Nathan",27y 180d,139 (67-1-71 48.56%),239 (1.72),20 (12-0-8 60.00%),47 (2.35)
13,"Trotter, David",19y 162d,3 (2-0-1 66.67%),1 (0.33),←,
36,"Watt, Shannon",24y 260d,88 (46-1-41 52.84%),4 (0.05),←,
8,"Wells, Daniel",20y 191d,59 (32-1-26 55.08%),34 (0.58),←,
Totals,Totals,25y 6d,2378 (1252-17-1109 52.65%),2196 (0.92),,
C,"Laidley, Dani",38y 139d,64 (33-1-30 52.34%),,←,
