Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",30y 191d,186 (104-0-82 55.91%),24 (0.13),←,
44,"Bock, Nathan",24y 88d,53 (31-0-22 58.49%),41 (0.77),←,
11,"Doughty, Michael",27y 315d,112 (71-0-41 63.39%),30 (0.27),←,
9,"Edwards, Tyson",30y 314d,255 (140-0-115 54.90%),158 (0.62),←,
6,"Griffin, Jonathon",21y 153d,12 (7-0-5 58.33%),4 (0.33),←,
13,"Hudson, Ben",28y 112d,45 (27-0-18 60.00%),5 (0.11),←,
30,"Jericho, Luke",22y 241d,25 (14-0-11 56.00%),18 (0.72),←,
18,"Johncock, Graham",24y 238d,115 (67-0-48 58.26%),80 (0.70),←,
21,"Knights, Chris",20y 264d,24 (17-0-7 70.83%),4 (0.17),←,
3,"Massie, Kris",27y 17d,108 (64-0-44 59.26%),21 (0.19),65 (38-0-27 58.46%),9 (0.14)
39,"Mattner, Martin",24y 314d,91 (56-0-35 61.54%),14 (0.15),←,
16,"McGregor, Ken",26y 138d,138 (77-0-61 55.80%),97 (0.70),←,
23,"McLeod, Andrew",30y 316d,272 (148-0-124 54.41%),241 (0.89),←,
40,"Porplyzia, Jason",22y 201d,18 (12-0-6 66.67%),17 (0.94),←,
32,"Ricciuto, Mark",32y 8d,306 (159-1-146 52.12%),283 (0.92),←,
25,"Rutten, Ben",24y 19d,72 (48-0-24 66.67%),5 (0.07),←,
12,"Shirley, Robert",27y 7d,109 (63-0-46 57.80%),22 (0.20),←,
27,"Stevens, Scott",25y 152d,68 (33-1-34 49.26%),46 (0.68),43 (23-0-20 53.49%),29 (0.67)
5,"Thompson, Scott",24y 94d,98 (59-0-39 60.20%),76 (0.78),59 (41-0-18 69.49%),59 (1.00)
15,"Torney, Jason",30y,184 (100-1-83 54.62%),28 (0.15),66 (41-0-25 62.12%),12 (0.18)
7,"van Berlo, Nathan",21y 10d,42 (28-0-14 66.67%),11 (0.26),←,
17,"Welsh, Scott",28y 191d,155 (91-0-64 58.71%),280 (1.81),119 (65-0-54 54.62%),250 (2.10)
Totals,Totals,26y 54d,2488 (1416-3-1069 56.91%),1505 (0.60),,
C,"Craig, Neil",51y 156d,70 (46-0-24 65.71%),,←,
