St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",24y 287d,72 (37-1-34 52.08%),47 (0.65),←,
27,"Blake, Jason",32y 15d,213 (117-5-91 56.10%),37 (0.17),←,
26,"Dal Santo, Nick",29y 36d,239 (140-5-94 59.62%),135 (0.56),←,
8,"Dennis-Lane, Trent",24y 212d,20 (13-0-7 65.00%),30 (1.50),1 (0-0-1 0.00%),
14,"Geary, Jarryn",24y 280d,73 (49-0-24 67.12%),13 (0.18),←,
19,"Gilbert, Sam",26y 223d,132 (81-4-47 62.88%),25 (0.19),←,
33,"Gwilt, James",26y 231d,97 (60-3-34 63.40%),19 (0.20),←,
7,"Hayes, Lenny",33y 75d,264 (134-6-124 51.89%),89 (0.34),←,
1,"Hickey, Tom",22y 24d,13 (1-0-12 7.69%),5 (0.38),1 (0-0-1 0.00%),
4,"Jones, Clinton",29y 56d,115 (75-4-36 66.96%),29 (0.25),←,
37,"Maister, Beau",27y 10d,34 (13-0-21 38.24%),17 (0.50),11 (8-0-3 72.73%),16 (1.45)
5,"McEvoy, Ben",23y 262d,70 (46-2-22 67.14%),21 (0.30),←,
32,"Milera, Terry",25y 81d,16 (8-0-8 50.00%),22 (1.38),←,
44,"Milne, Stephen",33y 22d,259 (141-5-113 55.41%),547 (2.11),←,
16,"Newnes, Jack",20y 34d,8 (5-0-3 62.50%),1 (0.13),←,
22,"Ray, Farren",27y 7d,158 (92-4-62 59.49%),49 (0.31),83 (57-3-23 70.48%),17 (0.20)
12,"Riewoldt, Nick",30y 164d,239 (131-5-103 55.86%),522 (2.18),←,
17,"Roberton, Dylan",21y 282d,38 (22-0-16 57.89%),5 (0.13),1 (0-0-1 0.00%),
21,"Saad, Ahmed",23y 172d,17 (9-0-8 52.94%),28 (1.65),←,
2,"Siposs, Arryn",20y 125d,17 (9-0-8 52.94%),15 (0.88),←,
28,"Stanley, Rhys",22y 119d,22 (14-0-8 63.64%),16 (0.73),←,
3,"Steven, Jack",23y 2d,52 (28-1-23 54.81%),42 (0.81),←,
Totals,Totals,25y 339d,2168 (1225-45-898 56.50%),1714 (0.79),,
C,"Watters, Scott",44y 64d,23 (12-0-11 52.17%),,←,
