Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bird, Craig",15,8,12,27,2,2.0,,7.0,2.0,6.0,7.0,7.0,1.0,3.0,,10.0,18.0,,1.0,2.0,,1.0,81.0
24,"Bolton, Jude",12,2,13,25,1,,1.0,6.0,,4.0,5.0,1.0,1.0,1.0,,11.0,16.0,,,5.0,,,85.0
44 ↑,"Cunningham, Harry",4,2,,4,,,,1.0,1.0,1.0,,3.0,,1.0,,1.0,2.0,,,,,,20.0
13,"Everitt, Andrejs",6,1,7,13,1,2.0,,6.0,,6.0,,3.0,,1.0,,7.0,6.0,1.0,1.0,2.0,,1.0,93.0
37,"Goodes, Adam",13,6,8,21,,1.0,1.0,2.0,3.0,7.0,3.0,3.0,1.0,,,9.0,13.0,1.0,1.0,1.0,,1.0,92.0
39,"Grundy, Heath",12,10,4,16,,,,3.0,,1.0,,5.0,,,,4.0,12.0,3.0,,8.0,1.0,,95.0
4,"Hannebery, Dan",5,3,5,10,,,,3.0,,1.0,1.0,3.0,1.0,1.0,,5.0,5.0,,,,,,69.0
15,"Jack, Kieren",20,2,10,30,1,1.0,,7.0,,9.0,3.0,4.0,,2.0,2.0,12.0,18.0,,,2.0,,1.0,80.0
32,"Jetta, Lewis",11,8,9,20,2,,,3.0,2.0,4.0,3.0,2.0,,,,5.0,15.0,,,1.0,1.0,1.0,83.0
34,"Johnson, Alex",17,8,2,19,,1.0,,,4.0,4.0,,1.0,,,,2.0,15.0,1.0,,3.0,2.0,,91.0
12,"Kennedy, Josh",13,2,14,27,2,,,4.0,1.0,6.0,7.0,4.0,2.0,3.0,3.0,15.0,12.0,1.0,1.0,2.0,,1.0,82.0
9,"Malceski, Nick",15,6,3,18,,,,5.0,2.0,4.0,,5.0,,2.0,,6.0,9.0,,,3.0,,,82.0
29,"Mattner, Martin",9,7,5,14,,,,1.0,1.0,1.0,,1.0,,,,3.0,12.0,1.0,,4.0,,,86.0
21,"McGlynn, Ben",7,4,7,14,1,,,5.0,,2.0,1.0,1.0,2.0,1.0,,4.0,11.0,,,2.0,,,89.0
3,"McVeigh, Jarrad",12,4,10,22,1,1.0,,1.0,3.0,,3.0,3.0,,2.0,,6.0,14.0,,,1.0,,,85.0
41,"Mumford, Shane",4,5,7,11,1,,35.0,4.0,,2.0,3.0,3.0,2.0,3.0,1.0,6.0,5.0,2.0,,1.0,,,89.0
26 ↓,"Parker, Luke",7,3,10,17,,,,1.0,1.0,4.0,1.0,2.0,1.0,,,7.0,10.0,,,,1.0,,50.0
20,"Reid, Sam",8,6,11,19,,2.0,,3.0,,1.0,1.0,2.0,1.0,1.0,,14.0,6.0,2.0,3.0,1.0,,,97.0
25,"Richards, Ted",12,10,3,15,,,,3.0,1.0,1.0,,,1.0,,,8.0,8.0,3.0,,5.0,,,97.0
30,"Roberts-Thomson, Lewis",5,2,6,11,1,,6.0,1.0,,1.0,1.0,3.0,,1.0,,6.0,5.0,,1.0,2.0,,2.0,95.0
16,"Rohan, Gary",6,3,10,16,1,2.0,,7.0,,3.0,1.0,2.0,1.0,1.0,,7.0,8.0,1.0,1.0,,,,66.0
40,"Smith, Nick",11,5,8,19,,,,6.0,2.0,3.0,,2.0,2.0,1.0,,7.0,12.0,,,1.0,,1.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,107,164,388,14,16.0,43.0,79.0,23.0,71.0,40.0,60.0,16.0,24.0,6.0,155.0,232.0,16.0,9.0,46.0,5.0,9.0,
Opposition,Opposition,210,96,157,367,5,7.0,37.0,63.0,51.0,28.0,40.0,53.0,24.0,16.0,,139.0,220.0,12.0,9.0,56.0,3.0,3.0,
