Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
12,"Cook, James",22y 160d,29 (17-0-12 58.62%),40 (1.38),4 (1-0-3 25.00%),5 (1.25)
26,"Cox, Simon",19y 142d,4 (0-0-4 0.00%),3 (0.75),←,
11,"Curley, Todd",23y 153d,14 (4-1-9 32.14%),17 (1.21),11 (2-1-8 22.73%),16 (1.45)
28,"Dimattina, Paul",21y 206d,5 (2-0-3 40.00%),,←,
32,"Ellis, Craig",21y 11d,15 (6-0-9 40.00%),,←,
3,"Grant, Chris",23y 185d,133 (67-3-63 51.50%),267 (2.01),←,
1,"Grgic, Ilija",24y 102d,59 (31-1-27 53.39%),89 (1.51),←,
37,"Hargraves, Daniel",20y 143d,23 (10-0-13 43.48%),36 (1.57),←,
6,"Johnson, Brad",19y 333d,41 (16-2-23 41.46%),23 (0.56),←,
2,"Kolyniuk, Steven",25y 346d,114 (56-1-57 49.56%),125 (1.10),←,
35,"Kretiuk, Steven",23y 347d,54 (30-1-23 56.48%),9 (0.17),←,
39,"Liberatore, Tony",30y 125d,162 (85-3-74 53.40%),78 (0.48),←,
22,"Quill, Peter",26y 297d,53 (28-2-23 54.72%),17 (0.32),←,
36,"Romero, Jose",24y 319d,116 (59-1-56 51.29%),113 (0.97),27 (10-1-16 38.89%),15 (0.56)
5,"Smith, Rohan",23y 15d,64 (32-2-30 51.56%),29 (0.45),←,
8,"Southern, Daniel",21y 166d,43 (20-1-22 47.67%),8 (0.19),←,
24,"Wallis, Stephen",31y 232d,250 (127-4-119 51.60%),57 (0.23),←,
25,"Watts, Jason",24y 322d,41 (19-1-21 47.56%),30 (0.73),←,
7,"West, Scott",21y 214d,71 (34-1-36 48.59%),36 (0.51),←,
45,"Wira, Brad",24y 91d,11 (2-1-8 22.73%),,10 (2-1-7 25.00%),
15,"Wynd, Scott",26y 142d,136 (66-3-67 49.63%),24 (0.18),←,
Totals,Totals,23y 315d,1438 (711-28-699 49.44%),1001 (0.70),,
C,"Joyce, Alan",53y 238d,149 (92-2-55 62.42%),,56 (25-2-29 46.43%),
