Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",23y 336d,26 (8-1-17 32.69%),8 (0.31),←,
7,"Bennell, Jamie",21y 355d,55 (16-1-38 30.00%),21 (0.38),←,
17,"Blease, Sam",21y 98d,8 (1-0-7 12.50%),1 (0.13),←,
11,"Clark, Mitch",24y 221d,90 (31-2-57 35.56%),81 (0.90),8 (0-0-8 0.00%),20 (2.50)
14,"Dunn, Lynden",25y 13d,87 (25-2-60 29.89%),84 (0.97),←,
8,"Frawley, James",23y 250d,90 (26-1-63 29.44%),3 (0.03),←,
20,"Garland, Colin",24y 29d,67 (17-2-48 26.87%),4 (0.06),←,
18,"Green, Brad",31y 75d,245 (103-3-139 42.65%),333 (1.36),←,
16,"Grimes, Jack",23y 16d,40 (9-2-29 25.00%),3 (0.08),←,
38,"Howe, Jeremy",21y 333d,22 (5-0-17 22.73%),25 (1.14),←,
40,"Jamar, Mark",28y 292d,119 (42-3-74 36.55%),44 (0.37),←,
2,"Jones, Nathan",24y 128d,123 (31-3-89 26.42%),62 (0.50),←,
49,"Magner, James",24y 289d,9 (0-0-9 0.00%),3 (0.33),←,
25,"McDonald, Tom",19y 252d,10 (1-0-9 10.00%),,←,
13,"McKenzie, Jordie",21y 341d,46 (13-1-32 29.35%),5 (0.11),←,
22,"Moloney, Brent",28y 120d,137 (46-3-88 34.67%),36 (0.26),114 (34-2-78 30.70%),30 (0.26)
26,"Nicholson, Daniel",21y 207d,10 (4-0-6 40.00%),2 (0.20),←,
27,"Rivers, Jared",27y 222d,137 (50-3-84 37.59%),5 (0.04),←,
30,"Sellar, James",23y 64d,27 (11-0-16 40.74%),4 (0.15),6 (0-0-6 0.00%),1 (0.17)
35,"Tapscott, Luke",20y 334d,20 (5-1-14 27.50%),2 (0.10),←,
9,"Trengove, Jack",20y 268d,46 (14-2-30 32.61%),24 (0.52),←,
4,"Watts, Jack",21y 62d,47 (13-2-32 29.79%),37 (0.79),←,
Totals,Totals,23y 295d,1461 (471-32-958 32.24%),787 (0.54),,
C,"Neeld, Mark",40y 319d,9 (0-0-9 0.00%),,←,
