West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Brennan, Michael",7,4,1,8,,,,,,,,,,3.0,,,,,,,,,
31,"Dargie, Ian",3,,1,4,,1.0,,1.0,,,,,,1.0,,,,,,,,,
36,"Hart, David",12,2,6,18,1,,,1.0,,,,,,,1.0,,,,,,,,
1,"Heady, Brett",14,7,6,20,3,2.0,,1.0,,,,,,1.0,,,,,,,,,
34,"Irving, Dean",4,4,3,7,,,20.0,,,,,,,1.0,3.0,,,,,,,,
27,"Jackson, Stevan",4,2,4,8,2,1.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,
48,"Jakovich, Glen",5,3,5,10,2,,4.0,,,,,,,2.0,,,,,,,,,
2,"Kemp, Dean",11,2,12,23,,,,3.0,,,,,1.0,1.0,,,,,,,,,
28,"Lewis, Chris",16,5,7,23,2,,,3.0,,,,,,2.0,,,,,,,,,
3,"Mainwaring, Chris",21,8,10,31,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
30,"Matera, Peter",21,7,9,30,3,1.0,,,,,,,2.0,2.0,2.0,,,,,,,,
53,"McIntosh, Ashley",16,10,4,20,1,1.0,3.0,,,,,,,1.0,,,,,,,,,
17,"McKenna, Guy",7,2,9,16,,,,1.0,,,,,,,,,,,,,,,
10,"Pyke, Don",12,1,2,14,2,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
7,"Turley, Craig",13,9,10,23,1,,,,,,,,1.0,1.0,,,,,,,,,
50,"Turnbull, Ryan",6,2,4,10,,,,1.0,,,,,,1.0,,,,,,,,,
39,"Waterman, Chris",18,5,5,23,,,,3.0,,,,,,,,,,,,,,,
13,"Watters, Scott",13,2,7,20,1,,,,,,,,2.0,,,,,,,,,,
9,"Wilson, Peter",15,9,4,19,2,4.0,,,,,,,2.0,4.0,,,,,,,,,
24,"Worsfold, John",13,4,9,22,,,,3.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,231,88,118,349,21,19.0,30.0,23.0,,,,,13.0,25.0,6.0,,,,,,,,
Opposition,Opposition,200,69,121,321,14,9.0,8.0,19.0,,,,,25.0,13.0,,,,,,,,,
