Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",20y 23d,41 (16-1-24 40.24%),48 (1.17),←,
3,"Bartel, Jimmy",20y 185d,28 (10-1-17 37.50%),10 (0.36),←,
35,"Chapman, Paul",22y 214d,62 (27-1-34 44.35%),63 (1.02),←,
16,"Gardiner, Charlie",21y 97d,20 (11-0-9 55.00%),11 (0.55),←,
7,"Graham, Ben",30y 217d,205 (111-2-92 54.63%),125 (0.61),←,
2,"Harley, Tom",25y 324d,102 (50-2-50 50.00%),7 (0.07),101 (49-2-50 49.50%),6 (0.06)
8,"Haynes, David",22y 362d,56 (25-2-29 46.43%),52 (0.93),10 (5-0-5 50.00%),9 (0.90)
41,"Hunt, Josh",22y 84d,25 (13-0-12 52.00%),2 (0.08),←,
9,"Kelly, James",20y 160d,43 (18-1-24 43.02%),22 (0.51),←,
1,"King, Steven",25y 197d,141 (67-1-73 47.87%),66 (0.47),←,
18,"Kingsley, Kent",25y 254d,76 (39-0-37 51.32%),149 (1.96),64 (28-0-36 43.75%),139 (2.17)
45,"Ling, Cameron",23y 100d,76 (35-2-39 47.37%),34 (0.45),←,
39,"Milburn, Darren",27y 52d,129 (59-0-70 45.74%),51 (0.40),←,
32,"Moloney, Brent",20y 130d,15 (7-1-7 50.00%),3 (0.20),←,
21,"Mooney, Cameron",24y 254d,72 (37-1-34 52.08%),57 (0.79),61 (27-1-33 45.08%),55 (0.90)
22,"Playfair, Henry",21y 136d,17 (8-1-8 50.00%),6 (0.35),←,
15,"Riccardi, Peter",31y 172d,249 (137-3-109 55.62%),260 (1.04),←,
33,"Rooke, Max",22y 170d,41 (15-1-25 37.80%),4 (0.10),←,
27,"Sanderson, Brenton",30y 100d,188 (91-3-94 49.20%),32 (0.17),178 (89-3-86 50.84%),27 (0.15)
30,"Scarlett, Matthew",25y 1d,102 (49-1-52 48.53%),8 (0.08),←,
10,"Tenace, Kane",18y 338d,9 (6-0-3 66.67%),3 (0.33),←,
40,"Wojcinski, David",23y 262d,64 (30-1-33 47.66%),15 (0.23),←,
Totals,Totals,23y 340d,1761 (861-25-875 48.89%),1028 (0.58),,
C,"Thompson, Mark",40y 200d,100 (45-2-53 46.00%),,←,
