Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Blumfield, Justin",3,1,1,4,1,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,,,1.0,22.0
11,"Bowden, Joel",13,4,7,20,2,,,5.0,3.0,2.0,2.0,8.0,1.0,3.0,,8.0,11.0,,,4.0,4.0,1.0,100.0
15,"Cameron, Leon",10,5,,10,2,,,,,5.0,,1.0,,,,1.0,9.0,,1.0,3.0,,,80.0
9,"Campbell, Wayne",8,1,5,13,,,,3.0,1.0,2.0,4.0,,,,,6.0,6.0,,,1.0,,2.0,94.0
6,"Chaffey, Mark",14,6,7,21,1,2.0,,1.0,1.0,4.0,,2.0,,,,5.0,16.0,,,2.0,2.0,1.0,100.0
24,"Coughlan, Mark",16,7,7,23,2,1.0,,6.0,2.0,3.0,2.0,7.0,1.0,3.0,3.0,9.0,13.0,1.0,,4.0,3.0,,85.0
14,"Fiora, Aaron",6,4,4,10,,,,2.0,,3.0,,,2.0,,,5.0,5.0,,,1.0,1.0,1.0,78.0
19,"Fleming, Tim",5,3,1,6,,,,2.0,2.0,,1.0,,,1.0,,1.0,5.0,,,,,,34.0
2,"Gaspar, Darren",3,4,8,11,,,,1.0,2.0,,,,,,,3.0,8.0,2.0,,2.0,,1.0,100.0
20,"Hall, Ray",7,3,5,12,,,2.0,4.0,,3.0,5.0,2.0,1.0,1.0,,9.0,4.0,1.0,,,,,96.0
1,"Hilton, Rory",9,,3,12,,,,,3.0,1.0,2.0,4.0,,3.0,,5.0,6.0,,,2.0,1.0,,73.0
44,"Houlihan, Adam",8,5,7,15,4,,,,,2.0,,,,,,8.0,7.0,3.0,4.0,1.0,,2.0,60.0
28,"Johnson, Kane",12,7,9,21,,,,2.0,3.0,3.0,8.0,3.0,2.0,1.0,,11.0,11.0,,,2.0,,1.0,98.0
39,"Kellaway, Andrew",6,8,8,14,,,,3.0,1.0,2.0,,3.0,2.0,,,4.0,12.0,,,4.0,,,100.0
35,"Newman, Chris",8,2,4,12,,,,3.0,2.0,4.0,,1.0,3.0,1.0,,7.0,6.0,,,1.0,1.0,,93.0
8,"Pettifer, Kayne",2,2,,2,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,3.0,,,51.0
12,"Richardson, Matthew",6,6,2,8,2,,,,,1.0,,3.0,,1.0,,2.0,6.0,1.0,3.0,,,,100.0
18,"Rodan, David",6,3,9,15,2,,,3.0,,3.0,2.0,1.0,1.0,,,9.0,6.0,,1.0,2.0,4.0,1.0,93.0
4,"Rogers, Matthew",13,2,,13,,,,1.0,10.0,,,3.0,1.0,1.0,,5.0,6.0,,,5.0,,,100.0
10,"Stafford, Greg",5,3,4,9,,,14.0,2.0,1.0,3.0,5.0,4.0,,2.0,,7.0,2.0,1.0,,2.0,,,100.0
32,"Tivendale, Greg",22,7,3,25,1,1.0,,3.0,6.0,3.0,2.0,5.0,,1.0,2.0,8.0,19.0,2.0,1.0,3.0,3.0,,100.0
36,"Zantuck, Ty",2,1,2,4,,,1.0,3.0,,1.0,,1.0,,1.0,,2.0,2.0,,,,,1.0,44.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,84,96,280,17,5.0,17.0,45.0,37.0,46.0,33.0,48.0,14.0,19.0,5.0,118.0,163.0,13.0,12.0,42.0,19.0,12.0,
Opposition,Opposition,175,82,75,250,11,15.0,37.0,46.0,25.0,53.0,40.0,34.0,19.0,14.0,1.0,109.0,143.0,16.0,17.0,35.0,9.0,6.0,
