Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Amartey, Joel",8,4,8,16,,3.0,5.0,,,4.0,2.0,2.0,2.0,,,11.0,5.0,1.0,1.0,,,1.0,65.0
22,"Blakey, Nick",12,5,7,19,1,1.0,,,5.0,1.0,,1.0,,,,3.0,12.0,,1.0,5.0,1.0,,82.0
16,"Campbell, Braeden",8,3,4,12,,,,6.0,3.0,1.0,,3.0,1.0,,,3.0,9.0,,,,,,76.0
7,"Cunningham, Harry",2,3,7,9,,,,2.0,1.0,1.0,,1.0,,,,2.0,8.0,,,1.0,,,76.0
13,"Florent, Oliver",10,4,11,21,,,,3.0,5.0,1.0,,1.0,,,,5.0,17.0,,,,1.0,,87.0
23,"Franklin, Lance",9,6,1,10,2,2.0,,1.0,,5.0,1.0,3.0,,1.0,,3.0,7.0,2.0,2.0,1.0,1.0,,81.0
21,"Gulden, Errol",9,2,6,15,1,,,5.0,1.0,3.0,3.0,4.0,3.0,1.0,,10.0,5.0,,,1.0,,1.0,83.0
9,"Hayward, Will",6,,3,9,2,,,1.0,,3.0,,4.0,2.0,1.0,,4.0,5.0,,,,,,85.0
5,"Heeney, Isaac",7,2,3,10,,1.0,,,1.0,4.0,2.0,3.0,,2.0,,4.0,5.0,,,1.0,2.0,1.0,84.0
19,"Ladhams, Peter",8,6,8,16,,,17.0,2.0,,5.0,5.0,5.0,,2.0,,8.0,8.0,1.0,1.0,2.0,,,80.0
44,"Lloyd, Jake",11,5,10,21,,,,3.0,6.0,1.0,2.0,2.0,1.0,,,3.0,15.0,,,1.0,,,83.0
39,"McCartin, Paddy",8,4,3,11,,,,,3.0,1.0,,2.0,,1.0,,3.0,8.0,,,8.0,,,80.0
30,"McCartin, Tom",7,7,7,14,,,,1.0,3.0,1.0,,1.0,,,,5.0,9.0,2.0,,11.0,,,94.0
6,"McDonald, Logan",8,8,5,13,1,2.0,,1.0,,2.0,,1.0,1.0,,,2.0,11.0,1.0,3.0,1.0,,1.0,81.0
27,"McInerney, Justin",8,6,6,14,1,,,3.0,,2.0,2.0,1.0,,1.0,,3.0,10.0,,2.0,3.0,,,77.0
14,"Mills, Callum",10,6,15,25,,,,4.0,2.0,2.0,4.0,4.0,1.0,,,12.0,14.0,,,1.0,,,87.0
11,"Papley, Tom",7,3,1,8,3,,,2.0,,1.0,1.0,3.0,,1.0,,1.0,7.0,,2.0,1.0,,1.0,84.0
26,"Parker, Luke",10,5,7,17,,,,3.0,,4.0,3.0,3.0,1.0,1.0,,5.0,12.0,,,1.0,,1.0,85.0
24,"Rampe, Dane",8,4,9,17,,,,1.0,4.0,,,2.0,,1.0,,3.0,13.0,,,4.0,1.0,,97.0
34 ↑,"Roberts, Matt",2,2,1,3,,,,,,1.0,,1.0,,1.0,,,3.0,,,,,,20.0
8,"Rowbottom, James",10,1,2,12,1,,,4.0,2.0,1.0,3.0,7.0,3.0,3.0,,9.0,3.0,,,1.0,,1.0,73.0
3 ↓,"Stephens, Dylan",8,4,6,14,,,,3.0,2.0,3.0,2.0,1.0,1.0,,,5.0,9.0,,,,,,59.0
1,"Warner, Chad",12,4,7,19,,,,,,5.0,2.0,4.0,,2.0,,3.0,17.0,,,2.0,,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,94,137,325,12,12.0,22.0,45.0,38.0,52.0,32.0,59.0,16.0,18.0,,107.0,212.0,7.0,12.0,45.0,6.0,8.0,
Opposition,Opposition,214,92,149,363,21,8.0,29.0,47.0,39.0,60.0,34.0,49.0,18.0,16.0,6.0,141.0,220.0,11.0,12.0,39.0,1.0,14.0,
