Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",19y 317d,6 (3-0-3 50.00%),2 (0.33),←,
18,"Bartlett, Trent",23y 148d,46 (21-2-23 47.83%),14 (0.30),7 (3-0-4 42.86%),6 (0.86)
17,"Brown, Nathan",22y 72d,55 (33-1-21 60.91%),38 (0.69),←,
19,"Contessa, Adam",23y 115d,22 (14-1-7 65.91%),6 (0.27),←,
26,"Cox, Simon",23y 88d,34 (16-0-18 47.06%),14 (0.41),←,
16,"Croft, Matthew",27y 56d,113 (66-3-44 59.73%),47 (0.42),←,
11,"Curley, Todd",27y 99d,86 (45-2-39 53.49%),38 (0.44),83 (43-2-38 53.01%),37 (0.45)
14,"Darcy, Luke",24y 285d,102 (55-2-45 54.90%),72 (0.71),←,
21,"Dent, Matthew",28y 96d,105 (42-1-62 40.48%),18 (0.17),58 (38-1-19 66.38%),9 (0.16)
10,"Eagleton, Nathan",21y 164d,63 (29-2-32 47.62%),51 (0.81),7 (3-0-4 42.86%),6 (0.86)
32,"Ellis, Craig",24y 323d,79 (42-1-36 53.80%),4 (0.05),←,
4,"Garlick, Simon",25y 12d,98 (57-1-40 58.67%),66 (0.67),54 (33-1-20 62.04%),39 (0.72)
3,"Grant, Chris",27y 131d,219 (118-4-97 54.79%),409 (1.87),←,
9,"Hudson, Paul",29y 277d,204 (123-1-80 60.54%),411 (2.01),70 (43-1-26 62.14%),147 (2.10)
25,"Hunter, Kingsley",24y 331d,49 (18-0-31 36.73%),87 (1.78),8 (4-0-4 50.00%),1 (0.13)
6,"Johnson, Brad",23y 279d,130 (68-3-59 53.46%),114 (0.88),←,
39,"Liberatore, Tony",34y 71d,234 (126-3-105 54.49%),92 (0.39),←,
33,"Macri, Christin",25y 238d,5 (2-0-3 40.00%),3 (0.60),←,
36,"Romero, Jose",28y 265d,187 (97-1-89 52.14%),153 (0.82),98 (48-1-49 49.49%),55 (0.56)
5,"Smith, Rohan",26y 327d,154 (84-3-67 55.52%),136 (0.88),←,
8,"Southern, Daniel",25y 112d,103 (55-1-47 53.88%),28 (0.27),←,
7,"West, Scott",25y 160d,154 (81-2-71 53.25%),60 (0.39),←,
Totals,Totals,25y 213d,2248 (1195-34-1019 53.16%),1863 (0.83),,
C,"Wallace, Terry",41y 131d,89 (52-1-36 58.99%),,←,
