Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",25y 6d,115 (46-2-67 40.87%),293 (2.55),←,
3,"Coniglio, Stephen",24y 113d,98 (43-0-55 43.88%),45 (0.46),←,
35,"Corr, Aidan",23y 325d,62 (26-2-34 43.55%),1 (0.02),←,
1,"Davis, Phil",27y 220d,124 (57-2-65 46.77%),6 (0.05),106 (46-2-58 44.34%),5 (0.05)
24,"de Boer, Matt",28y 28d,156 (89-3-64 58.01%),59 (0.38),18 (11-2-5 66.67%),11 (0.61)
7,"Deledio, Brett",30y 354d,253 (116-5-132 46.84%),187 (0.74),10 (6-0-4 60.00%),5 (0.50)
31,"Finlayson, Jeremy",22y 57d,4 (2-1-1 62.50%),,←,
19,"Haynes, Nick",25y 324d,84 (38-2-44 46.43%),8 (0.10),←,
27,"Himmelberg, Harry",21y 334d,19 (14-0-5 73.68%),12 (0.63),←,
2,"Hopper, Jacob",21y 60d,24 (16-0-8 66.67%),10 (0.42),←,
22,"Kelly, Josh",23y 54d,87 (46-2-39 54.02%),56 (0.64),←,
38,"Lloyd, Daniel",26y 48d,10 (7-2-1 80.00%),7 (0.70),←,
37,"Lobb, Rory",25y 57d,58 (33-2-23 58.62%),54 (0.93),←,
12,"Patton, Jonathon",24y 322d,80 (38-2-40 48.75%),123 (1.54),←,
36,"Perryman, Harry",19y 109d,9 (4-1-4 50.00%),1 (0.11),←,
50,"Reid, Sam",28y 151d,46 (24-2-20 54.35%),20 (0.43),36 (18-2-16 52.78%),19 (0.53)
23,"Shaw, Heath",32y 131d,265 (161-4-100 61.51%),39 (0.15),92 (51-2-39 56.52%),2 (0.02)
5,"Shiel, Dylan",25y 29d,115 (48-2-65 42.61%),59 (0.51),←,
14,"Taranto, Tim",20y 69d,17 (12-0-5 70.59%),7 (0.41),←,
20,"Tomlinson, Adam",24y 240d,94 (34-2-58 37.23%),21 (0.22),←,
8,"Ward, Callan",27y 362d,195 (85-2-108 44.10%),99 (0.51),135 (53-2-80 40.00%),66 (0.49)
6,"Whitfield, Lachie",23y 263d,93 (40-2-51 44.09%),44 (0.47),←,
Totals,Totals,25y 33d,2008 (979-40-989 48.75%),1151 (0.57),,
C,"Cameron, Leon",45y 217d,96 (51-2-43 54.17%),,←,
