Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Dangerfield, Patrick",7,2,11,18,1,1.0,,1.0,1.0,5.0,4.0,1.0,1.0,,,10.0,8.0,,1.0,1.0,,,90.0
16,"Davis, Phil",7,5,7,14,,,,2.0,1.0,1.0,,2.0,,1.0,,4.0,10.0,1.0,,4.0,,,76.0
11,"Doughty, Michael",8,6,13,21,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,7.0,15.0,1.0,,9.0,,1.0,84.0
26,"Douglas, Richard",11,4,7,18,,,,3.0,3.0,3.0,5.0,1.0,2.0,,,7.0,12.0,,,1.0,1.0,,79.0
36,"Goodwin, Simon",15,8,14,29,,,,3.0,4.0,2.0,1.0,3.0,,1.0,,4.0,25.0,,,2.0,,,89.0
6,"Griffin, Jonathon",4,3,4,8,,,7.0,1.0,,,3.0,1.0,4.0,1.0,,4.0,3.0,,,,,,53.0
45,"Henderson, Ricky",8,4,12,20,2,,,3.0,,3.0,,3.0,3.0,1.0,,7.0,13.0,,,1.0,,,76.0
48,"Jaensch, Matthew",15,2,2,17,,1.0,,1.0,,5.0,3.0,3.0,2.0,,,8.0,10.0,,,,1.0,,87.0
18,"Johncock, Graham",15,7,11,26,,1.0,,2.0,4.0,2.0,,,,,2.0,5.0,21.0,1.0,,2.0,2.0,,81.0
14,"Mackay, David",9,4,11,20,,,,1.0,1.0,1.0,2.0,2.0,,,,9.0,11.0,,,1.0,4.0,1.0,85.0
20,"Maric, Ivan",2,3,5,7,,,11.0,3.0,,1.0,1.0,,2.0,,,4.0,3.0,1.0,,1.0,,,59.0
23,"McLeod, Andrew",7,5,7,14,,,,1.0,2.0,,,1.0,,,,1.0,12.0,,,2.0,,1.0,79.0
3,"Reilly, Brent",9,5,7,16,,1.0,,3.0,1.0,3.0,2.0,2.0,,2.0,,5.0,10.0,,,2.0,2.0,1.0,74.0
25,"Rutten, Ben",7,6,11,18,,,,1.0,4.0,2.0,,3.0,,2.0,,8.0,10.0,,,3.0,,,100.0
31,"Sloane, Rory",7,5,5,12,2,,1.0,1.0,,4.0,2.0,1.0,2.0,1.0,,6.0,7.0,1.0,2.0,,,,77.0
27,"Stevens, Scott",17,9,6,23,,,,1.0,3.0,1.0,,4.0,,,,5.0,18.0,2.0,,8.0,,,92.0
15,"Symes, Brad",6,4,9,15,,,,2.0,2.0,1.0,2.0,3.0,,2.0,,4.0,10.0,,,1.0,,,73.0
5,"Thompson, Scott",18,9,3,21,,1.0,,3.0,1.0,3.0,3.0,4.0,,1.0,,5.0,15.0,1.0,,3.0,,,85.0
4,"Tippett, Kurt",5,4,1,6,1,,2.0,2.0,,2.0,,5.0,,5.0,,3.0,3.0,2.0,3.0,2.0,,,97.0
7,"van Berlo, Nathan",10,8,11,21,1,,1.0,4.0,,1.0,1.0,1.0,2.0,1.0,,5.0,16.0,1.0,1.0,1.0,2.0,1.0,90.0
17,"Vince, Bernie",24,10,8,32,,,,2.0,3.0,8.0,5.0,2.0,1.0,,,9.0,24.0,1.0,,2.0,,,84.0
13,"Walker, Taylor",8,5,7,15,4,1.0,,1.0,,1.0,,2.0,,1.0,1.0,6.0,9.0,2.0,4.0,1.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,118,172,391,11,8.0,22.0,42.0,31.0,50.0,35.0,46.0,21.0,20.0,3.0,126.0,265.0,14.0,11.0,47.0,12.0,5.0,
Opposition,Opposition,209,124,210,419,9,9.0,37.0,59.0,39.0,42.0,28.0,44.0,20.0,21.0,3.0,106.0,311.0,12.0,5.0,48.0,5.0,7.0,
