Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",29y 313d,147 (84-0-63 57.14%),5 (0.03),83 (55-0-28 66.27%),
14,"Bergman, Miles",22y 270d,74 (47-0-27 63.51%),20 (0.27),←,
10,"Boak, Travis",35y 348d,362 (190-1-171 52.62%),205 (0.57),←,
7,"Burgoyne, Jase",20y 365d,27 (12-0-15 44.44%),3 (0.11),←,
9,"Butters, Zak",23y 310d,110 (67-0-43 60.91%),65 (0.59),←,
33,"Byrne-Jones, Darcy",28y 298d,190 (113-0-77 59.47%),43 (0.23),←,
22,"Dixon, Charlie",33y 295d,214 (112-1-101 52.57%),347 (1.62),149 (93-0-56 62.42%),253 (1.70)
28,"Drew, Willem",25y 287d,98 (60-0-38 61.22%),18 (0.18),←,
31,"Evans, Francis",22y 326d,25 (18-0-7 72.00%),16 (0.64),18 (11-0-7 61.11%),13 (0.72)
43,"Evans, Logan",18y 281d,4 (2-0-2 50.00%),1 (0.25),←,
6,"Farrell, Kane",25y 119d,88 (54-0-34 61.36%),45 (0.51),←,
11,"Finlayson, Jeremy",28y 156d,120 (70-3-47 59.58%),161 (1.34),54 (34-0-20 62.96%),71 (1.31)
18,"Horne-Francis, Jason",21y 23d,56 (28-0-28 50.00%),37 (0.66),39 (26-0-13 66.67%),33 (0.85)
5,"Houston, Dan",27y 63d,163 (102-0-61 62.58%),39 (0.24),←,
34,"Jones, Lachie",22y 96d,48 (27-0-21 56.25%),6 (0.13),←,
30,"Lord, Ollie",22y 194d,18 (11-0-7 61.11%),20 (1.11),←,
4,"Marshall, Todd",25y 280d,114 (74-0-40 64.91%),158 (1.39),←,
44,"Mead, Jackson",22y 288d,35 (19-0-16 54.29%),8 (0.23),←,
42,"Narkle, Quinton",26y 224d,49 (32-0-17 65.31%),25 (0.51),8 (5-0-3 62.50%),7 (0.88)
1,"Rozee, Connor",24y 174d,120 (74-0-46 61.67%),106 (0.88),←,
24,"Sweet, Jordon",26y 163d,19 (13-0-6 68.42%),4 (0.21),8 (4-0-4 50.00%),2 (0.25)
16,"Wines, Ollie",29y 281d,244 (144-0-100 59.02%),99 (0.41),←,
25,"Zerk-Thatcher, Brandon",25y 324d,68 (34-1-33 50.74%),,17 (10-0-7 58.82%),
Totals,Totals,25y 270d,2393 (1387-6-1000 57.96%),1431 (0.60),,
C,"Hinkley, Ken",57y 288d,265 (158-0-107 59.62%),,←,
