Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",2,1,18,20,,,,4.0,,1.0,5.0,3.0,,,,11.0,9.0,,1.0,2.0,1.0,,85.0
5,"Broadbent, Matthew",10,5,4,14,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,11.0,,,3.0,1.0,,76.0
27,"Carlile, Alipate",6,5,12,18,,,,,5.0,2.0,,1.0,,1.0,,7.0,11.0,2.0,,5.0,,,93.0
18,"Cornes, Kane",15,7,10,25,,,,2.0,3.0,3.0,2.0,2.0,,1.0,,6.0,19.0,,,,,1.0,88.0
7,"Ebert, Brad",16,6,11,27,,,1.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,,12.0,15.0,1.0,,1.0,,,80.0
9,"Gray, Robbie",11,1,21,32,,,,4.0,,8.0,6.0,1.0,3.0,,,13.0,20.0,,,2.0,,1.0,87.0
8,"Hartlett, Hamish",12,4,9,21,,,3.0,2.0,,3.0,2.0,2.0,,1.0,,6.0,16.0,,,2.0,,,76.0
36,"Hombsch, Jack",8,1,2,10,,,,4.0,1.0,,1.0,,,,,2.0,7.0,,,6.0,,,92.0
24 ↓,"Impey, Jarman",,,5,5,,,,,,1.0,,1.0,,1.0,,,5.0,,,1.0,,,24.0
42,"Jonas, Tom",8,7,19,27,,,,2.0,3.0,2.0,1.0,1.0,,,,7.0,20.0,1.0,,2.0,,,92.0
6,"Monfries, Angus",15,10,11,26,1,1.0,,1.0,1.0,6.0,,3.0,1.0,,,2.0,24.0,,1.0,,,,84.0
3,"Neade, Jake",12,4,3,15,,1.0,,3.0,,4.0,,2.0,4.0,,,6.0,9.0,,,1.0,,1.0,83.0
29,"Pittard, Jasper",23,8,11,34,,,,3.0,7.0,5.0,,4.0,1.0,,,7.0,23.0,,,4.0,1.0,,79.0
21,"Polec, Jared",14,3,6,20,,,,5.0,1.0,4.0,2.0,3.0,1.0,2.0,,4.0,14.0,,,2.0,,,86.0
34,"Redden, Jarrad",2,1,7,9,,,6.0,,,,2.0,,1.0,,,5.0,4.0,,,1.0,,,75.0
4,"Ryder, Paddy",7,4,6,13,2,,16.0,2.0,,1.0,2.0,4.0,2.0,1.0,,5.0,8.0,1.0,1.0,3.0,,1.0,97.0
28,"Schulz, Jay",11,11,6,17,1,2.0,,1.0,,,1.0,6.0,1.0,2.0,,3.0,14.0,,4.0,2.0,,,96.0
12,"Trengove, Jackson",9,4,8,17,,,,2.0,3.0,1.0,,1.0,1.0,1.0,,6.0,11.0,,,9.0,,,81.0
39,"Westhoff, Justin",9,10,12,21,1,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,17.0,1.0,2.0,4.0,,,85.0
19 ↑,"White, Matt",11,8,5,16,,,,1.0,1.0,6.0,2.0,3.0,,,,2.0,13.0,,,,2.0,,59.0
16,"Wines, Ollie",13,2,16,29,,,4.0,6.0,3.0,6.0,2.0,1.0,1.0,,,12.0,17.0,,,1.0,,,86.0
20,"Wingard, Chad",9,2,13,22,1,1.0,,4.0,1.0,2.0,4.0,3.0,2.0,1.0,,12.0,10.0,,,1.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,104,215,438,6,8.0,30.0,52.0,36.0,62.0,36.0,47.0,21.0,14.0,,135.0,297.0,6.0,9.0,52.0,5.0,4.0,
Opposition,Opposition,215,88,202,417,14,8.0,57.0,76.0,51.0,52.0,45.0,61.0,14.0,21.0,6.0,146.0,277.0,7.0,5.0,50.0,2.0,9.0,
