Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",31y 183d,175 (113-3-59 65.43%),190 (1.09),←,
36,"Bannister, Jordan",20y 191d,14 (8-1-5 60.71%),,←,
16,"Barnard, Paul",30y 86d,144 (97-1-46 67.71%),76 (0.53),133 (94-1-38 71.05%),72 (0.54)
23,"Bolton, Mark",24y 37d,42 (25-1-16 60.71%),15 (0.36),←,
38,"Harvey, Shane",20y 127d,10 (6-0-4 60.00%),9 (0.90),←,
19,"Hille, David",21y 342d,32 (19-0-13 59.38%),18 (0.56),←,
5,"Hird, James",30y 95d,175 (110-5-60 64.29%),268 (1.53),←,
21,"Jacobs, Danny",22y 319d,64 (43-1-20 67.97%),19 (0.30),←,
14,"Johnson, Jason",25y 105d,95 (68-1-26 72.11%),54 (0.57),←,
1,"Johnson, Mark",24y 352d,93 (70-1-22 75.81%),25 (0.27),←,
18,"Lloyd, Matthew",25y 24d,150 (96-2-52 64.67%),532 (3.55),←,
25,"Lucas, Scott",25y 131d,143 (92-1-50 64.69%),214 (1.50),←,
33,"McPhee, Adam",20y 216d,32 (9-0-23 28.13%),10 (0.31),7 (3-0-4 42.86%),1 (0.14)
10,"McVeigh, Mark",22y 104d,64 (41-1-22 64.84%),29 (0.45),←,
2,"Mercuri, Mark",29y 78d,187 (125-3-59 67.65%),234 (1.25),←,
24,"Misiti, Joe",28y 182d,202 (128-4-70 64.36%),84 (0.42),←,
11,"Peverill, Damien",23y 302d,37 (22-1-14 60.81%),10 (0.27),←,
29,"Reynolds, Joel",18y 339d,16 (6-1-9 40.63%),5 (0.31),←,
7,"Solomon, Dean",23y 121d,82 (60-0-22 73.17%),28 (0.34),←,
6,"Wellman, Sean",28y 232d,185 (110-3-72 60.27%),32 (0.17),151 (97-2-52 64.90%),23 (0.15)
12,"Welsh, Andrew",20y 88d,21 (10-1-10 50.00%),2 (0.10),←,
8,"Winderlich, Jason",18y 212d,1 (0-0-1 0.00%),,←,
Totals,Totals,24y 143d,1964 (1258-31-675 64.05%),1854 (0.94),,
C,"Sheedy, Kevin",55y 137d,528 (341-6-181 65.15%),,←,
