Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",24y 362d,73 (50-0-23 68.49%),45 (0.62),←,
31,"Bailey, Dean",24y 113d,47 (31-1-15 67.02%),18 (0.38),←,
8,"Bewick, Darren",23y 263d,60 (40-0-20 66.67%),94 (1.57),←,
40,"Burns, Adrian",19y 279d,10 (6-0-4 60.00%),7 (0.70),←,
23,"Cransberg, Peter",23y 286d,32 (24-0-8 75.00%),28 (0.88),←,
6,"Daniher, Anthony",28y 110d,192 (102-0-90 53.13%),76 (0.40),77 (53-0-24 68.83%),14 (0.18)
7,"Daniher, Chris",25y 41d,14 (9-0-5 64.29%),4 (0.29),←,
15,"Ezard, Alan",28y 26d,152 (104-0-48 68.42%),189 (1.24),←,
28,"Flood, David",22y 78d,20 (11-0-9 55.00%),13 (0.65),←,
25,"Fox, Brad",21y 214d,3 (2-0-1 66.67%),,←,
16,"Hamilton, Paul",23y 326d,101 (59-1-41 58.91%),6 (0.06),←,
1,"Harvey, Mark",25y 334d,107 (76-0-31 71.03%),147 (1.37),←,
45,"Heard, Shane",32y 287d,163 (87-3-73 54.29%),39 (0.24),←,
13,"Long, Michael",21y 222d,56 (41-0-15 73.21%),40 (0.71),←,
27,"Madden, Simon",33y 132d,355 (214-2-139 60.56%),541 (1.52),←,
10,"ODonnell, Gary",25y 364d,78 (53-0-25 67.95%),20 (0.26),←,
3,"Salmon, Paul",26y 111d,131 (81-1-49 62.21%),311 (2.37),←,
19,"Somerville, Peter",22y 307d,18 (13-0-5 72.22%),20 (1.11),←,
17,"Sporn, Kieran",24y 256d,37 (26-0-11 70.27%),36 (0.97),←,
4,"Wanganeen, Gavin",17y 327d,6 (5-0-1 83.33%),5 (0.83),←,
Totals,Totals,24y 313d,1655 (1034-8-613 62.48%),1639 (0.99),,
C,"Sheedy, Kevin",43y 138d,245 (166-1-78 67.96%),,←,
