Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",11,5,8,19,,1.0,,5.0,1.0,2.0,1.0,3.0,2.0,,,6.0,12.0,,1.0,1.0,2.0,,83.0
18,"Betts, Eddie",3,4,5,8,,,,6.0,,2.0,,1.0,1.0,,,4.0,4.0,1.0,1.0,,,,85.0
16,"Brown, Luke",10,7,1,11,1,,,,2.0,3.0,,,,,,1.0,8.0,,,,,,82.0
23,"Cameron, Charlie",5,1,1,6,1,,,2.0,,1.0,2.0,3.0,3.0,3.0,,4.0,2.0,1.0,1.0,,,2.0,83.0
2,"Crouch, Brad",14,3,15,29,,,,7.0,1.0,2.0,10.0,4.0,1.0,1.0,,14.0,12.0,,,,,,70.0
44,"Crouch, Matt",14,4,18,32,,1.0,,5.0,1.0,3.0,7.0,1.0,2.0,1.0,,17.0,16.0,,1.0,2.0,,,76.0
26,"Douglas, Richard",11,1,9,20,4,,,5.0,1.0,2.0,3.0,3.0,,,,7.0,12.0,1.0,1.0,3.0,,1.0,78.0
20,"Greenwood, Hugh",13,2,10,23,1,2.0,,4.0,1.0,2.0,8.0,4.0,2.0,2.0,,10.0,8.0,,,3.0,,,71.0
24,"Jacobs, Sam",11,7,6,17,,,32.0,1.0,,4.0,5.0,1.0,2.0,1.0,2.0,9.0,8.0,3.0,,4.0,,,86.0
4,"Jenkins, Josh",10,6,3,13,1,,7.0,,2.0,2.0,1.0,6.0,1.0,4.0,,9.0,6.0,1.0,,1.0,,,85.0
42,"Keath, Alex",6,3,,6,,,,3.0,2.0,1.0,,1.0,2.0,1.0,,4.0,2.0,1.0,,12.0,,,76.0
8,"Kelly, Jake",8,7,4,12,,,,2.0,1.0,1.0,,1.0,,,,1.0,12.0,,,,,,89.0
3,"Knight, Riley",5,1,4,9,,,,6.0,3.0,,,8.0,1.0,4.0,,4.0,5.0,,1.0,1.0,,,72.0
29,"Laird, Rory",11,6,11,22,,,,1.0,2.0,1.0,,2.0,,1.0,,9.0,13.0,1.0,,,,,87.0
27,"Lynch, Tom",12,7,7,19,1,1.0,,3.0,,3.0,,6.0,2.0,3.0,,7.0,13.0,,2.0,,,,85.0
14,"Mackay, David",12,1,2,14,,1.0,,2.0,2.0,2.0,2.0,5.0,1.0,2.0,,7.0,7.0,,,1.0,,,80.0
41,"McGovern, Mitch",6,3,3,9,,2.0,,3.0,1.0,3.0,,1.0,1.0,1.0,,4.0,5.0,1.0,1.0,2.0,,1.0,81.0
22,"Otten, Andy",7,4,4,11,,,,,1.0,3.0,,1.0,1.0,1.0,,2.0,9.0,,,6.0,,,79.0
9,"Sloane, Rory",18,3,10,28,3,2.0,,7.0,3.0,5.0,8.0,3.0,6.0,1.0,3.0,16.0,12.0,,1.0,5.0,,,81.0
33,"Smith, Brodie",16,7,1,17,,,,3.0,3.0,3.0,1.0,2.0,,1.0,,7.0,8.0,1.0,,,,,83.0
12,"Talia, Daniel",4,4,5,9,,,,3.0,4.0,1.0,,3.0,,2.0,,5.0,6.0,,,17.0,,,99.0
13,"Walker, Taylor",7,5,5,12,1,2.0,,2.0,,2.0,,4.0,2.0,2.0,,7.0,7.0,1.0,3.0,2.0,,2.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,91,132,346,13,13.0,39.0,70.0,31.0,48.0,48.0,63.0,30.0,31.0,5.0,154.0,187.0,12.0,13.0,60.0,2.0,6.0,
Opposition,Opposition,163,63,165,328,10,10.0,37.0,89.0,26.0,42.0,26.0,57.0,31.0,30.0,1.0,145.0,186.0,16.0,11.0,35.0,6.0,8.0,
