Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 139d,235 (143-0-92 60.85%),130 (0.55),←,
27,"Baird, John",23y 60d,33 (17-1-15 53.03%),6 (0.18),←,
16,"Brown, Leigh",21y 168d,82 (28-1-53 34.76%),29 (0.35),19 (9-1-9 50.00%),9 (0.47)
22,"Burton, Matthew",33y 83d,145 (60-0-85 41.38%),63 (0.43),75 (38-0-37 50.67%),31 (0.41)
23,"Clayton, Shane",24y 290d,114 (58-1-55 51.32%),52 (0.46),96 (56-1-39 58.85%),51 (0.53)
6,"Grant, Shannon",26y 113d,189 (110-2-77 58.73%),207 (1.10),131 (78-1-52 59.92%),169 (1.29)
39,"Harding, Leigh",22y 106d,42 (21-1-20 51.19%),67 (1.60),←,
29,"Harvey, Brent",25y 88d,147 (89-1-57 60.88%),170 (1.16),←,
21,"Jones, Corey",22y 165d,35 (15-0-20 42.86%),31 (0.89),←,
34,"King, David",31y 156d,216 (133-1-82 61.81%),134 (0.62),←,
35,"Makepeace, Troy",24y 157d,81 (41-1-39 51.23%),19 (0.23),←,
32,"Morrell, Digby",23y 304d,39 (20-1-18 52.56%),47 (1.21),←,
19,"Motlop, Daniel",21y 147d,19 (5-1-13 28.95%),14 (0.74),←,
20,"Petrie, Drew",20y 299d,38 (17-1-20 46.05%),33 (0.87),←,
17,"Porter, Mark",26y 303d,92 (46-1-45 50.54%),20 (0.22),37 (18-1-18 50.00%),7 (0.19)
3,"Rawlings, Brady",22y 61d,67 (39-0-28 58.21%),24 (0.36),←,
30,"Robbins, Ben",26y 226d,90 (44-3-43 50.56%),21 (0.23),38 (19-1-18 51.32%),7 (0.18)
7,"Simpson, Adam",27y 175d,177 (111-1-65 62.99%),57 (0.32),←,
9,"Sinclair, Jess",24y 349d,102 (37-1-64 36.76%),51 (0.50),52 (24-1-27 47.12%),25 (0.48)
10,"Stevens, Anthony",32y 39d,271 (163-1-107 60.33%),122 (0.45),←,
36,"Watt, Shannon",22y 257d,45 (22-1-22 50.00%),4 (0.09),←,
8,"Wells, Daniel",18y 188d,15 (8-1-6 56.67%),8 (0.53),←,
Totals,Totals,25y 43d,2274 (1227-21-1026 53.96%),1309 (0.58),,
C,"Laidley, Dani",36y 136d,19 (9-1-9 50.00%),,←,
