Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",16,3,5,21,,,,,5.0,5.0,,4.0,1.0,1.0,,7.0,12.0,,,,,,83.0
5,"Bruhn, Tanner",2,,7,9,,,,2.0,,,2.0,,1.0,,,5.0,4.0,,,1.0,,1.0,75.0
44,"Buckley, Jack",6,1,4,10,,1.0,,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,7.0,5.0,,,3.0,,1.0,77.0
3,"Coniglio, Stephen",19,,5,24,1,,,2.0,3.0,8.0,5.0,4.0,4.0,,,12.0,11.0,,,2.0,,,86.0
13,"Cumming, Isaac",13,3,9,22,,,,3.0,7.0,1.0,1.0,6.0,,,,10.0,8.0,1.0,,4.0,,,83.0
1,"Davis, Phil",7,4,3,10,,,,,3.0,,,2.0,,1.0,,4.0,6.0,,,5.0,,,89.0
24,"de Boer, Matt",6,2,8,14,,,,3.0,1.0,3.0,3.0,2.0,2.0,,,8.0,5.0,1.0,,5.0,,,79.0
30,"Flynn, Matt",7,6,11,18,,,34.0,,3.0,5.0,5.0,1.0,4.0,,,14.0,5.0,3.0,,5.0,,,68.0
4,"Greene, Toby",13,2,6,19,1,3.0,,1.0,,3.0,2.0,3.0,3.0,,,12.0,7.0,1.0,1.0,,,1.0,89.0
12,"Green, Tom",3,1,12,15,1,,,2.0,,1.0,1.0,3.0,,1.0,,7.0,9.0,,,,,,68.0
19,"Haynes, Nick",16,7,3,19,,,,,2.0,3.0,1.0,5.0,1.0,1.0,,7.0,11.0,1.0,,6.0,,,89.0
37,"Hill, Bobby",6,2,2,8,1,,,6.0,1.0,3.0,,3.0,,2.0,,1.0,7.0,,1.0,,1.0,1.0,66.0
27,"Himmelberg, Harry",9,3,3,12,3,1.0,1.0,2.0,,3.0,1.0,3.0,3.0,1.0,,6.0,5.0,1.0,2.0,4.0,2.0,2.0,89.0
2,"Hopper, Jacob",13,1,14,27,1,,,4.0,1.0,8.0,6.0,8.0,2.0,2.0,2.0,15.0,12.0,,,1.0,,3.0,83.0
39,"Idun, Connor",7,3,2,9,,,,1.0,1.0,3.0,,1.0,,,,1.0,7.0,,,7.0,,,78.0
25,"Keeffe, Lachlan",7,3,4,11,1,,11.0,1.0,,2.0,,3.0,1.0,,,8.0,3.0,,2.0,,,,86.0
22,"Kelly, Josh",15,3,11,26,,,,4.0,4.0,3.0,5.0,4.0,2.0,1.0,,11.0,18.0,,,3.0,1.0,,82.0
33,"OHalloran, Xavier",,,,,,,,,,,,,,,,,,,,,,,
36,"Perryman, Harry",15,7,11,26,,1.0,,3.0,7.0,4.0,,4.0,,,,6.0,17.0,1.0,,6.0,,,81.0
50,"Reid, Sam",4,1,,4,,1.0,,2.0,2.0,1.0,,,,,,1.0,,1.0,,1.0,,,85.0
14,"Taranto, Tim",19,3,7,26,1,2.0,,4.0,,7.0,3.0,3.0,2.0,1.0,,8.0,14.0,1.0,1.0,1.0,,,89.0
15,"Taylor, Sam",3,1,11,14,,,,1.0,2.0,1.0,,2.0,,,,6.0,9.0,1.0,,13.0,,,95.0
8,"Ward, Callan",12,3,13,25,1,,1.0,2.0,,3.0,4.0,3.0,3.0,2.0,,12.0,15.0,,,1.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,59,151,369,11,12.0,47.0,47.0,44.0,68.0,40.0,66.0,30.0,14.0,2.0,168.0,190.0,12.0,7.0,68.0,4.0,9.0,
Opposition,Opposition,235,56,117,352,13,8.0,38.0,72.0,55.0,58.0,49.0,78.0,14.0,29.0,4.0,140.0,188.0,1.0,8.0,69.0,4.0,7.0,
