St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",25y 350d,97 (63-0-34 64.95%),86 (0.89),14 (5-0-9 35.71%),12 (0.86)
3,"Burke, Nathan",23y 161d,135 (59-1-75 44.07%),41 (0.30),←,
20,"Dwyer, Mick",24y 243d,69 (24-1-44 35.51%),52 (0.75),←,
10,"Everitt, Peter",19y 75d,8 (4-0-4 50.00%),12 (1.50),←,
36,"Fode, Gordon",21y 346d,36 (13-0-23 36.11%),11 (0.31),←,
2,"Frawley, Danny",29y 312d,201 (69-1-131 34.58%),13 (0.06),←,
6,"Grant, David",26y 344d,160 (59-0-101 36.88%),69 (0.43),←,
35,"Harvey, Robert",21y 330d,93 (47-1-45 51.08%),60 (0.65),←,
22,"Heppell, Martin",18y 245d,2 (1-0-1 50.00%),,←,
25,"Hollow, Chris",21y 238d,5 (2-0-3 40.00%),,←,
23,"Loewe, Stewart",25y 55d,155 (64-1-90 41.61%),215 (1.39),←,
5,"McAdam, Gilbert",26y 109d,48 (26-1-21 55.21%),48 (1.00),←,
12,"Morris, Russell",31y 46d,152 (106-2-44 70.39%),81 (0.53),59 (35-1-23 60.17%),29 (0.49)
28,"OBrien, Craig",23y 136d,28 (16-0-12 57.14%),29 (1.04),7 (2-0-5 28.57%),13 (1.86)
29,"Peckett, Justin",20y 285d,14 (7-0-7 50.00%),,←,
41,"Pekin, Tim",28y 176d,185 (91-1-93 49.46%),42 (0.23),78 (42-1-35 54.49%),27 (0.35)
31,"Shanahan, Jamie",25y 223d,37 (20-0-17 54.05%),,←,
39,"Shaw, Damen",19y 86d,6 (3-0-3 50.00%),3 (0.50),←,
26,"Taylor, Kain",25y 276d,60 (20-1-39 34.17%),16 (0.27),←,
7,"Winmar, Nicky",27y 295d,132 (59-0-73 44.70%),190 (1.44),←,
Totals,Totals,24y 143d,1623 (753-10-860 46.40%),968 (0.60),,
C,"Sheldon, Ken",33y 198d,84 (44-1-39 52.98%),,←,
