Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",23y 212d,15 (10-0-5 66.67%),14 (0.93),←,
22,"Blakey, Nick",23y 34d,81 (43-0-38 53.09%),33 (0.41),←,
16,"Campbell, Braeden",21y 57d,28 (18-0-10 64.29%),3 (0.11),←,
7,"Cunningham, Harry",29y 117d,164 (98-0-66 59.76%),50 (0.30),←,
13,"Florent, Oliver",24y 254d,121 (66-0-55 54.55%),38 (0.31),←,
23,"Franklin, Lance",36y 62d,343 (217-1-125 63.41%),1051 (3.06),161 (108-0-53 67.08%),471 (2.93)
21,"Gulden, Errol",20y 258d,46 (32-0-14 69.57%),34 (0.74),←,
9,"Hayward, Will",24y 158d,117 (65-0-52 55.56%),138 (1.18),←,
5,"Heeney, Isaac",26y 332d,157 (101-0-56 64.33%),200 (1.27),←,
19,"Ladhams, Peter",25y 78d,46 (31-0-15 67.39%),23 (0.50),14 (9-0-5 64.29%),2 (0.14)
44,"Lloyd, Jake",29y 194d,203 (126-0-77 62.07%),34 (0.17),←,
39,"McCartin, Paddy",26y 348d,62 (30-1-31 49.19%),35 (0.56),27 (20-0-7 74.07%),1 (0.04)
30,"McCartin, Tom",23y 93d,98 (56-0-42 57.14%),28 (0.29),←,
6,"McDonald, Logan",20y 363d,27 (20-0-7 74.07%),32 (1.19),←,
27,"McInerney, Justin",22y 227d,56 (34-0-22 60.71%),19 (0.34),←,
14,"Mills, Callum",26y,138 (80-0-58 57.97%),22 (0.16),←,
11,"Papley, Tom",26y 263d,144 (85-0-59 59.03%),228 (1.58),←,
26,"Parker, Luke",30y 159d,263 (164-1-98 62.55%),191 (0.73),←,
24,"Rampe, Dane",32y 304d,218 (141-1-76 64.91%),7 (0.03),←,
34,"Roberts, Matt",19y 245d,4 (3-0-1 75.00%),,←,
8,"Rowbottom, James",22y 195d,72 (39-0-33 54.17%),23 (0.32),←,
3,"Stephens, Dylan",22y 84d,33 (20-0-13 60.61%),9 (0.27),←,
1,"Warner, Chad",21y 318d,42 (27-0-15 64.29%),28 (0.67),←,
Totals,Totals,25y 94d,2478 (1506-4-968 60.77%),2240 (0.90),,
C,"Longmire, John",52y 92d,286 (179-2-105 62.94%),,←,
