Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
49,"Betheras, Rupert",23y 203d,5 (0-0-5 0.00%),2 (0.40),←,
26,"Brown, Gavin",31y 262d,229 (107-5-117 47.82%),163 (0.71),←,
5,"Buckley, Nathan",26y 323d,131 (48-2-81 37.40%),127 (0.97),111 (44-2-65 40.54%),106 (0.95)
28,"Crosisca, Gavin",30y 272d,231 (118-5-108 52.16%),63 (0.27),←,
19,"Davis, Nick",19y 76d,9 (1-0-8 11.11%),2 (0.22),←,
9,"Freeborn, Glenn",26y 128d,66 (39-0-27 59.09%),32 (0.48),11 (1-0-10 9.09%),5 (0.45)
11,"Fuller, Brad",20y 310d,15 (5-0-10 33.33%),12 (0.80),←,
43,"Godden, Luke",20y 266d,30 (8-0-22 26.67%),,←,
38,"Jacotine, Craig",18y 358d,7 (1-0-6 14.29%),5 (0.71),←,
40,"King, Clinton",21y 82d,26 (8-0-18 30.77%),12 (0.46),17 (3-0-14 17.65%),8 (0.47)
33,"Lane, Tyson",22y 293d,28 (10-0-18 35.71%),33 (1.18),9 (1-0-8 11.11%),14 (1.56)
24,"Lockyer, Tarkyn",19y 227d,4 (1-0-3 25.00%),,←,
48,"Michael, Mal",21y 355d,35 (13-0-22 37.14%),3 (0.09),←,
1,"Monkhorst, Damian",29y 297d,198 (105-4-89 54.04%),45 (0.23),←,
6,"Patterson, Stephen",28y 161d,88 (33-1-54 38.07%),82 (0.93),←,
35,"Prestigiacomo, Simon",21y 134d,37 (11-0-26 29.73%),2 (0.05),←,
46,"Raso, Frankie",19y 275d,12 (3-0-9 25.00%),1 (0.08),←,
23,"Rocca, Anthony",21y 303d,67 (27-0-40 40.30%),74 (1.10),45 (16-0-29 35.56%),63 (1.40)
36,"Rocca, Saverio",25y 206d,139 (62-2-75 45.32%),470 (3.38),←,
13,"Tape, Jamie",25y 70d,86 (39-1-46 45.93%),5 (0.06),11 (0-0-11 0.00%),1 (0.09)
22,"Wild, Jason",23y 124d,69 (27-2-40 40.58%),22 (0.32),←,
10,"Williams, Paul",26y 72d,162 (73-2-87 45.68%),192 (1.19),←,
Totals,Totals,23y 334d,1674 (739-24-911 44.15%),1347 (0.80),,
C,"Shaw, Tony",38y 326d,77 (27-0-50 35.06%),,←,
