Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",10,8,5,15,,,,3.0,1.0,3.0,,4.0,,2.0,,8.0,7.0,2.0,,8.0,,1.0,93.0
43,"Answerth, Noah",4,1,5,9,,,,1.0,2.0,1.0,,5.0,1.0,3.0,,4.0,7.0,,,4.0,,,77.0
7,"Berry, Jarrod",9,2,11,20,,,,5.0,2.0,3.0,4.0,4.0,2.0,1.0,,9.0,11.0,,,2.0,,1.0,75.0
23,"Cameron, Charlie",12,5,4,16,3,5.0,,3.0,,3.0,1.0,2.0,2.0,2.0,1.0,8.0,8.0,,3.0,,1.0,1.0,83.0
27,"Gardiner, Darcy",10,1,5,15,,,,3.0,4.0,,,2.0,1.0,2.0,,7.0,9.0,,,5.0,,1.0,89.0
22,"Hinge, Mitch",4,3,10,14,,,,,2.0,1.0,2.0,1.0,,,,6.0,9.0,,,4.0,,,73.0
30,"Hipwood, Eric",10,6,1,11,2,3.0,,2.0,,3.0,,3.0,,,,4.0,5.0,2.0,3.0,,,,87.0
35,"Lester, Ryan",5,1,7,12,,,,1.0,2.0,,,1.0,,,,5.0,7.0,,,6.0,,,82.0
17,"Lyons, Jarryd",12,1,9,21,1,1.0,,11.0,2.0,2.0,5.0,4.0,,1.0,,9.0,11.0,,,2.0,,,84.0
12,"Martin, Stefan",7,1,8,15,1,,23.0,5.0,1.0,,1.0,4.0,,2.0,,10.0,5.0,1.0,1.0,3.0,,,77.0
36,"Mathieson, Rhys",7,2,10,17,,1.0,,5.0,3.0,3.0,2.0,3.0,,1.0,,9.0,8.0,1.0,,3.0,,,73.0
11,"McCarthy, Lincoln",3,,3,6,1,,,5.0,,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,,,,,,75.0
6,"McCluggage, Hugh",17,4,9,26,,1.0,,4.0,6.0,5.0,4.0,5.0,2.0,1.0,,9.0,17.0,,,1.0,,,87.0
46,"McInerney, Oscar",3,,4,7,,,25.0,2.0,,2.0,2.0,2.0,2.0,2.0,,7.0,2.0,,,3.0,,,78.0
25,"McStay, Daniel",7,6,7,14,3,1.0,,5.0,,1.0,,1.0,,,,5.0,9.0,1.0,2.0,1.0,,,82.0
9,"Neale, Lachie",11,2,28,39,,,,6.0,2.0,4.0,12.0,1.0,,,3.0,22.0,16.0,,,,,1.0,88.0
16,"Rayner, Cam",2,,1,3,,,,2.0,,2.0,,,,,,,3.0,,,,,1.0,74.0
10,"Rich, Daniel",15,7,7,22,,,,1.0,6.0,3.0,,2.0,,,,5.0,12.0,3.0,,2.0,,,89.0
5,"Robinson, Mitch",16,6,7,23,1,,,3.0,2.0,7.0,4.0,7.0,1.0,3.0,,7.0,16.0,,,2.0,,,77.0
14,"Walker, Josh",4,1,2,6,,,,1.0,1.0,2.0,,2.0,,2.0,,2.0,3.0,1.0,,2.0,,,82.0
29,"Witherden, Alex",20,6,4,24,,,,2.0,5.0,2.0,2.0,3.0,,1.0,,4.0,16.0,,,2.0,1.0,,87.0
15,"Zorko, Dayne",16,3,4,20,1,1.0,,12.0,,10.0,1.0,2.0,1.0,1.0,,4.0,17.0,,,5.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,66,151,355,13,15.0,48.0,82.0,41.0,58.0,41.0,60.0,13.0,25.0,4.0,149.0,199.0,11.0,9.0,55.0,2.0,6.0,
Opposition,Opposition,213,91,139,352,13,14.0,41.0,57.0,44.0,56.0,39.0,49.0,25.0,13.0,2.0,153.0,193.0,13.0,15.0,44.0,3.0,11.0,
