Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",5,2,5,10,2,,25.0,1.0,,2.0,3.0,1.0,2.0,2.0,,5.0,5.0,,,,,,
29,"Beaumont, Simon",8,3,3,11,,,,2.0,1.0,1.0,,3.0,1.0,1.0,,3.0,8.0,1.0,,,,,
21,"Bradley, Craig",11,2,16,27,1,,,2.0,1.0,5.0,6.0,3.0,2.0,3.0,,12.0,15.0,,,,2.0,,
16,"Camporeale, Scott",17,2,13,30,1,1.0,,,,4.0,5.0,3.0,,2.0,,11.0,17.0,,,3.0,2.0,,
39,"Christou, Ang",9,,4,13,,,,3.0,3.0,2.0,,5.0,1.0,,,4.0,8.0,,,,,,
25,"Fevola, Brendan",4,1,4,8,2,2.0,,1.0,,,,1.0,,,,2.0,3.0,,1.0,2.0,,,
31,"Fletcher, Simon",12,3,5,17,1,1.0,,3.0,2.0,6.0,1.0,1.0,1.0,,,5.0,11.0,1.0,,,,,
45,"Franchina, Anthony",5,4,8,13,1,,,4.0,,2.0,,,,1.0,,5.0,9.0,,1.0,,,,
17,"Freeborn, Scott",12,5,10,22,3,2.0,,4.0,2.0,2.0,5.0,,,,,11.0,11.0,1.0,2.0,3.0,,,
4,"Hamill, Aaron",20,7,3,23,2,1.0,1.0,3.0,1.0,6.0,4.0,1.0,1.0,1.0,,9.0,16.0,1.0,1.0,,,,
9,"Hickmott, Adrian",7,4,10,17,2,,,5.0,2.0,3.0,4.0,,,,,8.0,10.0,,,,,,
37,"Hotton, Trent",1,2,9,10,,,9.0,3.0,,2.0,1.0,1.0,,3.0,,7.0,4.0,,,,,,
27,"Hulme, Darren",7,3,6,13,2,3.0,,3.0,,3.0,2.0,,,1.0,,3.0,11.0,,1.0,1.0,,,
43,"Koutoufides, Anthony",18,8,15,33,4,3.0,,1.0,1.0,7.0,4.0,,3.0,,2.0,18.0,16.0,3.0,2.0,1.0,,,
10,"Mansfield, Michael",4,,4,8,,,,,1.0,1.0,,,,,,7.0,1.0,,,,2.0,,
22,"Manton, Glenn",3,,4,7,,,,,,,,1.0,1.0,,,3.0,3.0,,,,,,
5,"McKay, Andrew",11,5,10,21,,,,,4.0,2.0,3.0,1.0,1.0,1.0,,10.0,9.0,2.0,,1.0,,,
15,"Nelson, Ben",4,3,5,9,,,,,1.0,2.0,1.0,,,,,3.0,6.0,,,,,,
7,"Ratten, Brett",21,3,13,34,,4.0,,4.0,,7.0,8.0,1.0,,,3.0,12.0,19.0,,2.0,4.0,,,
23,"Rice, Dean",5,,,5,,,,,3.0,,,2.0,,,,2.0,4.0,,,,,,
1,"Silvagni, Stephen",6,1,4,10,,,,2.0,3.0,,,2.0,,,,5.0,4.0,,,2.0,,,
8,"Whitnall, Lance",12,9,7,19,,2.0,2.0,1.0,,8.0,1.0,2.0,,1.0,1.0,8.0,11.0,2.0,2.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,67,158,360,21,21.0,37.0,42.0,25.0,65.0,48.0,28.0,13.0,16.0,6.0,153.0,201.0,11.0,12.0,17.0,6.0,,
Opposition,Opposition,183,69,115,298,13,4.0,31.0,46.0,37.0,40.0,45.0,35.0,16.0,13.0,,134.0,170.0,3.0,10.0,24.0,4.0,,
