Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
24,"Bews, Jed",27y 229d,122 (75-2-45 62.30%),15 (0.12),←,
46,"Blicavs, Mark",30y 125d,197 (132-2-63 67.51%),43 (0.22),←,
6,"Clark, Jordan",20y 288d,31 (21-0-10 67.74%),15 (0.48),←,
45,"Close, Brad",23y 1d,24 (19-0-5 79.17%),13 (0.54),←,
40,"Dahlhaus, Luke",28y 344d,211 (110-0-101 52.13%),137 (0.65),57 (40-0-17 70.18%),27 (0.47)
35,"Dangerfield, Patrick",31y 117d,279 (165-1-113 59.32%),306 (1.10),125 (84-1-40 67.60%),143 (1.14)
29,"Guthrie, Cameron",28y 346d,199 (132-2-65 66.83%),63 (0.32),←,
39,"Guthrie, Zach",23y 31d,29 (17-1-11 60.34%),2 (0.07),←,
26,"Hawkins, Tom",33y 10d,296 (212-2-82 71.96%),649 (2.19),←,
38,"Henry, Jack",22y 336d,84 (57-0-27 67.86%),14 (0.17),←,
4,"Higgins, Shaun",33y 149d,250 (119-1-130 47.80%),228 (0.91),13 (11-0-2 84.62%),4 (0.31)
8,"Kolodjashnij, Jake",25y 356d,126 (84-2-40 67.46%),,←,
15,"Kreuger, Nathan",22y 36d,1 (1-0-0 100.00%),,←,
27,"Menegola, Sam",29y 146d,103 (68-1-34 66.50%),73 (0.71),←,
19,"Narkle, Quinton",23y 240d,31 (20-0-11 64.52%),14 (0.45),←,
3,"Parfitt, Brandan",23y 95d,90 (65-0-25 72.22%),41 (0.46),←,
17,"Ratugolea, Esava",23y 7d,51 (37-0-14 72.55%),35 (0.69),←,
23,"Rohan, Gary",30y 54d,160 (109-1-50 68.44%),171 (1.07),54 (39-0-15 72.22%),75 (1.39)
14,"Selwood, Joel",33y 66d,328 (240-1-87 73.32%),166 (0.51),←,
7,"Smith, Isaac",32y 213d,229 (159-1-69 69.65%),177 (0.77),19 (15-0-4 78.95%),12 (0.63)
1,"Stanley, Rhys",30y 242d,157 (88-1-68 56.37%),100 (0.64),99 (67-1-31 68.18%),60 (0.61)
44,"Stewart, Tom",28y 138d,105 (71-0-34 67.62%),3 (0.03),←,
2,"Tuohy, Zach",31y 233d,223 (115-2-106 52.02%),77 (0.35),103 (67-1-35 65.53%),37 (0.36)
Totals,Totals,27y 261d,3326 (2116-20-1190 63.62%),2342 (0.70),,
C,"Scott, Chris",45y 89d,255 (177-2-76 69.80%),,←,
