Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Bate, Matthew",7,7,11,18,1,1.0,,3.0,,2.0,2.0,2.0,,,,7.0,11.0,1.0,,2.0,,1.0,80.0
43,"Bennell, Jamie",5,4,6,11,,,,,4.0,,,1.0,,1.0,,3.0,8.0,,,1.0,1.0,,81.0
32,"Bruce, Cameron",7,7,14,21,1,,,4.0,2.0,1.0,2.0,2.0,3.0,1.0,,10.0,11.0,1.0,,1.0,,,89.0
36,"Davey, Aaron",14,3,3,17,,1.0,,2.0,1.0,4.0,2.0,2.0,,1.0,,5.0,11.0,,1.0,1.0,5.0,,68.0
8,"Frawley, James",6,2,4,10,,,,,3.0,1.0,,,,,,3.0,6.0,,,6.0,,,93.0
18,"Green, Brad",20,8,10,30,,,,,6.0,2.0,,2.0,,,,6.0,21.0,1.0,,6.0,,,88.0
16,"Grimes, Jack",9,5,6,15,,,,1.0,3.0,1.0,,2.0,1.0,,,5.0,10.0,,,2.0,,,88.0
11,"Johnson, Paul",11,6,10,21,1,,25.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,,7.0,15.0,1.0,1.0,1.0,1.0,1.0,90.0
2,"Jones, Nathan",15,1,8,23,,1.0,,,3.0,3.0,6.0,3.0,,1.0,,12.0,11.0,,,1.0,,,77.0
19,"Maric, Addam",8,2,7,15,,1.0,,2.0,1.0,3.0,,,1.0,,,2.0,14.0,,1.0,,,1.0,67.0
34,"Martin, Stefan",4,4,6,10,2,1.0,3.0,,,1.0,2.0,,1.0,,,5.0,5.0,2.0,3.0,,,,72.0
23,"McDonald, James",5,,8,13,1,,,3.0,,3.0,1.0,2.0,,2.0,,6.0,6.0,,,3.0,1.0,,76.0
5,"McLean, Brock",14,6,12,26,1,,1.0,2.0,3.0,5.0,8.0,2.0,1.0,,,9.0,17.0,,1.0,1.0,,,74.0
7,"Miller, Brad",4,5,10,14,,1.0,,,,,,4.0,,1.0,,8.0,6.0,2.0,2.0,,,,90.0
22,"Moloney, Brent",10,3,13,23,,1.0,,3.0,1.0,7.0,1.0,4.0,,1.0,,7.0,16.0,,,1.0,,,80.0
10,"Morton, Cale",8,6,15,23,,,,1.0,1.0,1.0,,2.0,,1.0,,,23.0,,,1.0,1.0,,88.0
15,"Petterd, Ricky",7,5,5,12,,1.0,,3.0,,2.0,,4.0,,,,4.0,8.0,1.0,1.0,,,,76.0
27,"Rivers, Jared",1,2,2,3,,,,3.0,,,,,,,,1.0,2.0,,,7.0,,,84.0
24,"Robertson, Russell",8,5,1,9,2,3.0,,2.0,,1.0,,2.0,1.0,1.0,,5.0,4.0,2.0,4.0,1.0,,,88.0
12,"Sylvia, Colin",24,9,13,37,4,1.0,2.0,2.0,3.0,9.0,1.0,4.0,2.0,1.0,3.0,8.0,29.0,,1.0,,5.0,2.0,91.0
37,"Warnock, Matthew",3,4,6,9,,,,1.0,4.0,,,2.0,,,,3.0,6.0,,,11.0,,,88.0
45,"Whelan, Matthew",4,,9,13,,,,4.0,1.0,,,2.0,2.0,1.0,,5.0,9.0,,,2.0,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,94,179,373,13,14.0,31.0,38.0,39.0,47.0,28.0,46.0,14.0,15.0,3.0,121.0,249.0,11.0,15.0,48.0,14.0,5.0,
Opposition,Opposition,241,140,164,405,17,12.0,28.0,43.0,33.0,58.0,32.0,35.0,15.0,14.0,3.0,104.0,295.0,5.0,15.0,43.0,12.0,14.0,
