Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Cameron, Darcy",28y 241d,74 (41-1-32 56.08%),54 (0.73),73 (41-1-31 56.85%),54 (0.74)
46,"Cox, Mason",33y 1d,115 (69-0-46 60.00%),117 (1.02),←,
25,"Crisp, Jack",30y 165d,228 (122-2-104 53.95%),73 (0.32),210 (115-2-93 55.24%),63 (0.30)
7,"Daicos, Josh",25y 110d,105 (61-1-43 58.57%),58 (0.55),←,
35,"Daicos, Nick",21y 72d,49 (35-0-14 71.43%),28 (0.57),←,
2,"de Goey, Jordan",28y,160 (89-2-69 56.25%),192 (1.20),←,
43,"Dean, Charlie",22y 270d,2 (0-0-2 0.00%),,←,
5,"Elliott, Jamie",31y 207d,181 (110-2-69 61.33%),268 (1.48),←,
23,"Hill, Bobby",24y 35d,67 (38-1-28 57.46%),70 (1.04),26 (21-0-5 80.77%),36 (1.38)
32,"Hoskin-Elliott, Will",30y 195d,206 (101-2-103 49.51%),169 (0.82),154 (89-2-63 58.44%),127 (0.82)
38,"Howe, Jeremy",33y 260d,234 (98-2-134 42.31%),98 (0.42),134 (76-2-56 57.46%),18 (0.13)
40,"Johnson, Ash",26y 161d,26 (18-0-8 69.23%),36 (1.38),←,
1,"Lipinski, Patrick",25y 242d,97 (58-0-39 59.79%),44 (0.45),41 (27-0-14 65.85%),14 (0.34)
18,"Macrae, Finlay",22y 2d,13 (3-0-10 23.08%),1 (0.08),←,
37,"Markov, Oleg",27y 312d,76 (40-0-36 52.63%),6 (0.08),25 (18-0-7 72.00%),1 (0.04)
4,"Maynard, Brayden",27y 177d,188 (100-2-86 53.72%),18 (0.10),←,
31,"McCreery, Beau",22y 331d,62 (39-0-23 62.90%),44 (0.71),←,
41,"Mihocek, Brody",31y 40d,128 (77-1-50 60.55%),215 (1.68),←,
30,"Moore, Darcy",28y 50d,152 (80-2-70 53.29%),67 (0.44),←,
10,"Pendlebury, Scott",36y 68d,385 (233-3-149 60.91%),194 (0.50),←,
3,"Quaynor, Isaac",24y 60d,87 (50-0-37 57.47%),3 (0.03),←,
8,"Schultz, Lachie",26y 106d,92 (43-1-48 47.28%),103 (1.12),2 (0-0-2 0.00%),2 (1.00)
22,"Sidebottom, Steele",33y 73d,311 (188-4-119 61.09%),190 (0.61),←,
Totals,Totals,27y 313d,3038 (1693-26-1319 55.73%),2048 (0.67),,
C,"McRae, Craig",50y 175d,53 (38-0-15 71.70%),,←,
