Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",6,5,10,16,,,,2.0,,,,,1.0,2.0,,,,,,,,,
25,"Bews, Andrew",4,,2,6,,,,1.0,,,,,,,,,,,,,,,
1,"Champion, Richard",6,2,2,8,2,,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Chapman, Nathan",4,1,,4,,,,2.0,,,,,2.0,,,,,,,,,,
6,"Fletcher, Adrian",13,3,17,30,,,,3.0,,,,,1.0,1.0,,,,,,,,,
8,"Gowers, Andrew",7,4,8,15,,,1.0,,,,,,,,,,,,,,,,
14,"Hamilton, Shane",5,1,4,9,1,,,1.0,,,,,,2.0,,,,,,,,,
32,"Hart, Shaun",9,5,10,19,,1.0,,,,,,,,1.0,,,,,,,,,
41,"Kennedy, Matthew",7,1,3,10,,,3.0,2.0,,,,,,2.0,,,,,,,,,
18,"Lambert, Craig",9,2,17,26,,,,2.0,,,,,,1.0,,,,,,,,,
23,"Leppitsch, Justin",10,3,2,12,2,1.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Leslie, Martin",5,2,3,8,,,,2.0,,,,,1.0,,,,,,,,,,
2,"McAdam, Gilbert",16,6,5,21,,,,4.0,,,,,2.0,4.0,1.0,,,,,,,,
19,"McLean, Michael",14,1,9,23,1,,,3.0,,,,,2.0,1.0,,,,,,,,,
4,"McRae, Craig",15,1,12,27,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
24,"Merrett, Roger",1,,1,2,1,,,,,,,,,1.0,,,,,,,,,
22,"Scott, Chris",6,5,3,9,2,2.0,,,,,,,,2.0,,,,,,,,,
38,"Scott, Dion",6,,5,11,,,15.0,1.0,,,,,,2.0,,,,,,,,,
9,"Starcevich, Craig",9,2,3,12,,1.0,2.0,,,,,,,1.0,,,,,,,,,
3,"Voss, Michael",17,2,11,28,,,,1.0,,,,,,,,,,,,,,,
33,"White, Darryl",3,2,6,9,,,1.0,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,48,133,305,10,7.0,23.0,28.0,,,,,12.0,28.0,1.0,,,,,,,,
Opposition,Opposition,188,69,135,323,17,10.0,27.0,26.0,,,,,28.0,12.0,5.0,,,,,,,,
