Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
24,"Biggs, Shane",25y 7d,36 (23-0-13 63.89%),7 (0.19),30 (20-0-10 66.67%),7 (0.23)
4,"Bontempelli, Marcus",20y 262d,57 (32-0-25 56.14%),54 (0.95),←,
5,"Boyd, Matthew",33y 351d,276 (136-2-138 49.64%),83 (0.30),←,
17,"Boyd, Tom",20y 356d,32 (17-0-15 53.13%),33 (1.03),23 (14-0-9 60.87%),25 (1.09)
12,"Cordy, Zaine",19y 290d,5 (3-0-2 60.00%),4 (0.80),←,
6,"Dahlhaus, Luke",23y 357d,109 (49-0-60 44.95%),93 (0.85),←,
35,"Daniel, Caleb",20y 36d,28 (19-0-9 67.86%),12 (0.43),←,
29,"Dickson, Tory",28y 321d,73 (35-0-38 47.95%),122 (1.67),←,
20,"Dunkley, Josh",19y 216d,11 (8-0-3 72.73%),6 (0.55),←,
30,"Hamling, Joel",23y 125d,17 (11-0-6 64.71%),,←,
13,"Hrovat, Nathan",22y 66d,28 (13-0-15 46.43%),14 (0.50),←,
7,"Hunter, Lachie",21y 243d,56 (29-0-27 51.79%),24 (0.43),←,
39,"Johannisen, Jason",23y 278d,58 (27-0-31 46.55%),18 (0.31),←,
46,"Jong, Lin",23y 69d,36 (16-0-20 44.44%),24 (0.67),←,
42,"Picken, Liam",30y 11d,170 (83-0-87 48.82%),54 (0.32),←,
18,"Roberts, Fletcher",23y 70d,33 (17-0-16 51.52%),,←,
23,"Roughead, Jordan",25y 283d,108 (49-0-59 45.37%),21 (0.19),←,
14,"Smith, Clay",23y 93d,41 (14-0-27 34.15%),24 (0.59),←,
9,"Stringer, Jake",22y 109d,69 (36-0-33 52.17%),131 (1.90),←,
1,"Suckling, Matt",28y 18d,116 (86-0-30 74.14%),58 (0.50),14 (11-0-3 78.57%),7 (0.50)
19,"Webb, Lukas",20y 161d,14 (10-0-4 71.43%),1 (0.07),←,
10,"Wood, Easton",26y 343d,102 (53-0-49 51.96%),13 (0.13),←,
Totals,Totals,23y 351d,1475 (766-2-707 51.93%),796 (0.54),,
C,"Beveridge, Luke",45y 355d,43 (28-0-15 65.12%),,←,
