Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Beinke, Bryan",2,2,4,6,2,,,,,,,,,1.0,,5.0,1.0,1.0,2.0,,,,
26,"Bickley, Mark",17,2,1,18,,,,5.0,2.0,9.0,6.0,1.0,2.0,1.0,,4.0,12.0,,,,,,
24,"Burton, Brett",,,,,,,,,,,,,,,,,,,,,,,
4,"Clarke, Matthew",3,1,5,8,,1.0,34.0,1.0,,3.0,3.0,,2.0,1.0,,7.0,1.0,,,1.0,,,
1,"Crowell, Andrew",5,1,5,10,,,,2.0,2.0,1.0,,1.0,2.0,1.0,,8.0,1.0,,,,,,
9,"Edwards, Tyson",10,2,5,15,3,,,2.0,3.0,1.0,1.0,3.0,2.0,1.0,,6.0,9.0,,1.0,2.0,,,
36,"Goodwin, Simon",15,,4,19,,,,2.0,1.0,7.0,5.0,,,1.0,,6.0,11.0,,,1.0,,,
34,"Hart, Ben",17,4,7,24,,,,5.0,4.0,3.0,3.0,5.0,1.0,,,14.0,11.0,1.0,,,,,
3,"Jarman, Darren",9,2,4,13,,,,2.0,1.0,2.0,2.0,1.0,,2.0,,7.0,5.0,,,1.0,,,
28,"Johnson, Kane",14,2,8,22,,,,2.0,3.0,5.0,5.0,1.0,1.0,,,10.0,11.0,,,,,,
40,"Ladhams, Chris",5,,3,8,,,,4.0,,,1.0,1.0,,,,3.0,4.0,,,,,,
31,"Marsh, Ben",13,3,4,17,2,1.0,12.0,1.0,,5.0,2.0,1.0,2.0,3.0,,9.0,7.0,1.0,2.0,2.0,,,
16,"McGregor, Ken",2,,4,6,,,,4.0,,1.0,,1.0,1.0,,,5.0,,,,,,,
23,"McLeod, Andrew",17,2,9,26,1,2.0,,3.0,,6.0,6.0,2.0,1.0,,,11.0,14.0,,,1.0,,,
32,"Ricciuto, Mark",11,2,8,19,,1.0,,6.0,,3.0,4.0,1.0,1.0,2.0,,10.0,9.0,,1.0,2.0,,,
10,"Robran, Matthew",6,,,6,,,,1.0,,3.0,,,1.0,1.0,,,5.0,,,,,,
12,"Shirley, Robert",2,,5,7,,,,,3.0,,,,,2.0,,3.0,4.0,,,1.0,,,
7,"Smart, Nigel",9,2,2,11,,,,2.0,2.0,2.0,2.0,1.0,2.0,,,5.0,9.0,,,4.0,,,
20,"Stenglein, Tyson",3,,5,8,,,,2.0,,1.0,4.0,,,,,4.0,4.0,,,1.0,,,
19,"Stevens, Mark",9,6,3,12,3,4.0,,,,1.0,,,,,,4.0,8.0,3.0,6.0,1.0,,,
30,"Vardy, Peter",9,3,5,14,1,,,4.0,,6.0,2.0,3.0,,,,6.0,6.0,,,,,,
17,"Welsh, Scott",6,3,3,9,2,3.0,,6.0,,1.0,,,,,,3.0,6.0,2.0,3.0,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,37,94,278,14,13.0,46.0,54.0,21.0,60.0,46.0,22.0,18.0,16.0,,130.0,138.0,8.0,15.0,20.0,,,
Opposition,Opposition,201,48,90,291,19,13.0,19.0,52.0,35.0,47.0,54.0,19.0,16.0,18.0,6.0,126.0,138.0,11.0,12.0,28.0,5.0,,
