Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",4,,3,7,,1.0,,1.0,,2.0,1.0,1.0,2.0,,,8.0,1.0,,,2.0,,,
38,"Baird, John",11,3,5,16,,,,1.0,4.0,4.0,3.0,,1.0,,,6.0,9.0,,,2.0,1.0,,
12,"Blakey, John",5,4,4,9,,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,6.0,,,1.0,,,
22,"Burton, Matthew",14,3,3,17,1,,26.0,,,5.0,7.0,1.0,,,2.0,13.0,3.0,1.0,1.0,,,,
23,"Clayton, Shane",11,3,5,16,3,,,,,4.0,3.0,2.0,1.0,1.0,,5.0,11.0,,,1.0,,,
45,"Cochrane, Stuart",4,2,2,6,1,,1.0,2.0,,2.0,,1.0,,1.0,,,6.0,,1.0,1.0,,,
2,"Colbert, Leigh",6,4,4,10,,,,2.0,1.0,1.0,,1.0,,1.0,,4.0,6.0,1.0,,6.0,,,
6,"Grant, Shannon",17,7,13,30,,,,1.0,3.0,5.0,2.0,2.0,,,,9.0,22.0,,,2.0,2.0,,
39,"Harding, Leigh",1,,1,2,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,
29,"Harvey, Brent",19,1,13,32,1,2.0,,2.0,5.0,6.0,3.0,4.0,,1.0,1.0,10.0,19.0,,,,6.0,,
34,"King, David",11,6,2,13,2,2.0,,1.0,3.0,,1.0,1.0,,1.0,,2.0,11.0,,2.0,1.0,1.0,,
35,"Makepeace, Troy",10,3,5,15,,,,1.0,3.0,1.0,1.0,3.0,1.0,,,6.0,11.0,,1.0,2.0,2.0,,
4,"Martyn, Mick",6,3,1,7,,,,,2.0,1.0,1.0,4.0,,2.0,,4.0,5.0,,,,,,
5,"McCartney, Jason",7,1,2,9,3,1.0,,,1.0,1.0,1.0,,1.0,,,3.0,7.0,1.0,,1.0,,,
32,"Morrell, Digby",7,7,9,16,1,2.0,1.0,,,2.0,,,,,,12.0,4.0,5.0,2.0,5.0,1.0,,
44,"Motlop, Shannon",5,3,2,7,,,,1.0,,4.0,1.0,,,,,3.0,4.0,1.0,,1.0,,,
28,"Pickett, Byron",10,3,1,11,3,3.0,,3.0,,5.0,1.0,1.0,,1.0,,3.0,8.0,,1.0,5.0,1.0,,
17,"Porter, Mark",2,2,1,3,,,5.0,,,1.0,,,,,,1.0,2.0,1.0,,3.0,,,
30,"Robbins, Ben",15,5,15,30,,,,4.0,,2.0,7.0,5.0,2.0,1.0,,16.0,13.0,2.0,,5.0,,,
26,"Rocca, Saverio",7,5,4,11,3,3.0,5.0,,,1.0,,3.0,2.0,,,6.0,6.0,,4.0,4.0,,,
7,"Simpson, Adam",20,6,10,30,,,,5.0,3.0,6.0,6.0,1.0,3.0,,,18.0,12.0,2.0,1.0,1.0,,,
10,"Stevens, Anthony",16,4,7,23,1,1.0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,10.0,14.0,,,2.0,4.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,75,112,320,19,17.0,38.0,28.0,29.0,56.0,42.0,34.0,15.0,12.0,3.0,142.0,181.0,14.0,13.0,45.0,18.0,,
Opposition,Opposition,189,92,113,302,17,10.0,28.0,32.0,35.0,51.0,32.0,40.0,12.0,15.0,3.0,116.0,181.0,13.0,18.0,47.0,5.0,,
