Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",6,5,3,9,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,4.0,5.0,,,1.0,1.0,1.0,86.0
27,"Baird, John",5,4,,5,,,,1.0,2.0,1.0,,,,,,1.0,5.0,,,1.0,1.0,,51.0
16,"Brown, Leigh",5,5,8,13,,,6.0,2.0,2.0,2.0,1.0,5.0,1.0,4.0,,7.0,5.0,,,8.0,,,100.0
2,"Colbert, Leigh",13,8,3,16,1,,1.0,,3.0,1.0,,1.0,,1.0,,2.0,14.0,,1.0,2.0,,,100.0
6,"Grant, Shannon",9,3,11,20,,1.0,,3.0,2.0,2.0,5.0,1.0,1.0,,,9.0,12.0,,,1.0,,,92.0
4,"Harris, Daniel",9,,7,16,,,,2.0,,3.0,5.0,1.0,,,,9.0,5.0,,,3.0,,,68.0
29,"Harvey, Brent",8,1,2,10,,,,1.0,1.0,2.0,1.0,,,,,3.0,7.0,,,,1.0,,67.0
21,"Jones, Corey",5,,3,8,,1.0,,2.0,,2.0,1.0,3.0,,1.0,,3.0,4.0,,,1.0,,,64.0
34,"King, David",17,7,2,19,2,1.0,,2.0,8.0,6.0,2.0,3.0,,1.0,,4.0,12.0,,,,1.0,1.0,95.0
35,"Makepeace, Troy",5,3,3,8,,,,1.0,2.0,1.0,1.0,2.0,,1.0,,3.0,5.0,,,1.0,,,100.0
5,"McKernan, Corey",3,3,5,8,1,,9.0,,,,,3.0,,3.0,,3.0,5.0,2.0,1.0,3.0,,,69.0
19,"Motlop, Daniel",6,6,6,12,,3.0,1.0,1.0,,1.0,,1.0,,1.0,,7.0,6.0,2.0,3.0,3.0,,1.0,88.0
20,"Petrie, Drew",4,3,3,7,1,,2.0,1.0,1.0,2.0,,1.0,1.0,,,6.0,2.0,2.0,1.0,,,1.0,91.0
3,"Rawlings, Brady",12,8,6,18,1,,,2.0,,2.0,1.0,1.0,1.0,,,2.0,16.0,,1.0,3.0,,,98.0
26,"Rocca, Saverio",6,3,,6,1,2.0,4.0,,,1.0,,,,,,2.0,4.0,1.0,3.0,1.0,,,65.0
32,"Sansbury, Eddie",6,3,6,12,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,8.0,4.0,,,5.0,1.0,,100.0
7,"Simpson, Adam",14,6,11,25,1,,,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,14.0,12.0,,,,,,97.0
9,"Sinclair, Jess",3,2,4,7,,,,3.0,,2.0,,2.0,,1.0,,3.0,4.0,,,1.0,,1.0,52.0
10,"Stevens, Anthony",15,9,10,25,,2.0,,2.0,4.0,4.0,2.0,6.0,,2.0,,10.0,14.0,1.0,1.0,1.0,1.0,,84.0
1,"Watson, Ashley",4,2,2,6,,,,,1.0,1.0,,2.0,2.0,,,4.0,4.0,1.0,,2.0,,,38.0
36,"Watt, Shannon",6,2,2,8,,,,1.0,4.0,,,1.0,1.0,1.0,,6.0,3.0,1.0,,6.0,,1.0,100.0
8,"Wells, Daniel",15,4,6,21,1,,2.0,2.0,,3.0,2.0,2.0,,,,3.0,17.0,,1.0,2.0,1.0,1.0,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,87,103,279,9,11.0,25.0,32.0,36.0,40.0,26.0,39.0,10.0,19.0,1.0,113.0,165.0,10.0,12.0,45.0,7.0,7.0,
Opposition,Opposition,205,111,85,290,13,14.0,28.0,30.0,32.0,48.0,35.0,24.0,19.0,10.0,5.0,111.0,179.0,9.0,15.0,40.0,15.0,6.0,
