Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",6,3,3,9,,,,2.0,,1.0,,4.0,2.0,1.0,,4.0,5.0,,,9.0,,,95.0
14,"Bergman, Miles",16,10,5,21,,,,4.0,5.0,5.0,1.0,,2.0,,,5.0,16.0,,,2.0,,,81.0
10,"Boak, Travis",6,4,6,12,1,,,2.0,,1.0,,2.0,,,,2.0,9.0,,,1.0,,1.0,80.0
26,"Bonner, Riley",9,2,4,13,2,1.0,,2.0,2.0,,3.0,,,,,6.0,6.0,,1.0,,,,82.0
3,"Burton, Ryan",6,,3,9,1,,,6.0,1.0,1.0,,2.0,,1.0,,5.0,5.0,,,2.0,,1.0,77.0
9,"Butters, Zak",17,9,15,32,,1.0,,2.0,2.0,5.0,3.0,1.0,1.0,,3.0,14.0,17.0,3.0,1.0,,,,82.0
28,"Drew, Willem",8,3,9,17,1,,,5.0,1.0,3.0,4.0,,,,,11.0,7.0,1.0,,1.0,,1.0,65.0
31,"Evans, Francis",6,2,8,14,2,1.0,,2.0,,1.0,1.0,,1.0,,,5.0,9.0,,,,,2.0,75.0
6,"Farrell, Kane",7,3,2,9,,,,4.0,3.0,2.0,,1.0,1.0,1.0,,1.0,7.0,,,1.0,,,87.0
11,"Finlayson, Jeremy",15,5,5,20,3,5.0,6.0,1.0,,4.0,4.0,3.0,,2.0,1.0,8.0,12.0,2.0,3.0,,,,92.0
18,"Horne-Francis, Jason",11,4,4,15,1,,,5.0,3.0,2.0,4.0,3.0,1.0,2.0,,7.0,8.0,,,,3.0,1.0,79.0
5,"Houston, Dan",11,5,9,20,,,,5.0,4.0,4.0,3.0,2.0,1.0,1.0,,5.0,16.0,,,3.0,,1.0,76.0
1,"Jonas, Tom",4,4,6,10,1,,,4.0,1.0,1.0,,,,,,2.0,8.0,,,5.0,,,98.0
30,"Lord, Ollie",5,3,5,10,1,1.0,1.0,2.0,,3.0,,1.0,3.0,1.0,,5.0,6.0,1.0,3.0,4.0,,,77.0
4 ↓,"Marshall, Todd",,,,,,,,,,,,1.0,,,,,,,,1.0,,,21.0
41,"McEntee, Jed",5,1,4,9,2,,,5.0,,2.0,1.0,1.0,1.0,1.0,,4.0,6.0,,,,,1.0,79.0
12,"McKenzie, Trent",7,3,5,12,,,,4.0,3.0,2.0,,2.0,2.0,,,7.0,5.0,,,4.0,,,92.0
44 ↑,"Mead, Jackson",5,2,5,10,1,,,2.0,,3.0,1.0,,,,,3.0,7.0,1.0,,1.0,,1.0,56.0
2,"Powell-Pepper, Sam",7,3,5,12,2,1.0,,5.0,,4.0,,2.0,1.0,,,5.0,7.0,,2.0,2.0,,,85.0
20,"Rozee, Connor",14,2,11,25,,,,3.0,,4.0,6.0,2.0,,1.0,2.0,12.0,12.0,,,1.0,,1.0,85.0
27,"Teakle, Brynn",8,,4,12,1,1.0,17.0,2.0,1.0,3.0,3.0,6.0,4.0,5.0,,10.0,3.0,,,2.0,,1.0,79.0
23,"Williams, Dylan",10,4,6,16,,,,2.0,4.0,2.0,2.0,1.0,,,,6.0,7.0,2.0,,2.0,1.0,,76.0
16,"Wines, Ollie",8,3,14,22,1,,,8.0,,6.0,7.0,2.0,1.0,1.0,,7.0,14.0,,,,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,75,138,329,20,15.0,24.0,77.0,30.0,59.0,43.0,36.0,21.0,17.0,6.0,134.0,192.0,10.0,10.0,41.0,4.0,11.0,
Opposition,Opposition,189,76,158,347,10,5.0,63.0,62.0,38.0,41.0,41.0,62.0,17.0,21.0,,139.0,201.0,8.0,9.0,43.0,1.0,9.0,
