Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 68d,34 (19-1-14 57.35%),2 (0.06),←,
5,"Bruhn, Tanner",19y 93d,12 (6-0-6 50.00%),4 (0.33),←,
3,"Coniglio, Stephen",27y 256d,155 (72-1-82 46.77%),84 (0.54),←,
13,"Cumming, Isaac",23y 17d,33 (17-1-15 53.03%),1 (0.03),←,
24,"de Boer, Matt",31y 171d,210 (121-5-84 58.81%),78 (0.37),72 (43-4-25 62.50%),30 (0.42)
4,"Greene, Toby",27y 337d,176 (81-2-93 46.59%),228 (1.30),←,
12,"Green, Tom",20y 217d,24 (12-1-11 52.08%),8 (0.33),←,
19,"Haynes, Nick",29y 102d,165 (81-4-80 50.30%),9 (0.05),←,
27,"Himmelberg, Harry",25y 112d,104 (62-2-40 60.58%),125 (1.20),←,
23,"Hogan, Jesse",26y 197d,99 (46-0-53 46.46%),190 (1.92),9 (5-0-4 55.56%),20 (2.22)
2,"Hopper, Jacob",24y 203d,106 (62-2-42 59.43%),40 (0.38),←,
39,"Idun, Connor",21y 30d,25 (13-1-11 54.00%),,←,
22,"Kelly, Josh",26y 197d,154 (85-3-66 56.17%),97 (0.63),←,
38,"Lloyd, Daniel",29y 191d,66 (36-4-26 57.58%),57 (0.86),←,
41,"Mumford, Shane",35y 54d,215 (139-5-71 65.81%),56 (0.26),115 (70-3-42 62.17%),17 (0.15)
36,"Perryman, Harry",22y 252d,69 (36-1-32 52.90%),19 (0.28),←,
50,"Reid, Sam",31y 294d,108 (58-4-46 55.56%),33 (0.31),98 (52-4-42 55.10%),32 (0.33)
28,"Sproule, Zach",23y 108d,10 (6-0-4 60.00%),11 (1.10),←,
42,"Stein, Jake",27y 223d,10 (7-1-2 75.00%),,←,
14,"Taranto, Tim",23y 212d,97 (56-2-39 58.76%),41 (0.42),←,
15,"Taylor, Sam",22y 115d,52 (33-0-19 63.46%),1 (0.02),←,
8,"Ward, Callan",31y 140d,247 (112-4-131 46.15%),124 (0.50),187 (80-4-103 43.85%),91 (0.49)
6,"Whitfield, Lachie",27y 41d,166 (83-4-79 51.20%),64 (0.39),←,
Totals,Totals,25y 364d,2337 (1243-48-1046 53.19%),1272 (0.54),,
C,"Cameron, Leon",48y 360d,183 (99-4-80 55.19%),,←,
