Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",26y 44d,147 (87-0-60 59.18%),138 (0.94),24 (3-0-21 12.50%),18 (0.75)
30,"Brown, Leigh",20y 50d,45 (11-0-34 24.44%),11 (0.24),←,
9,"Carr, Matthew",23y 106d,52 (10-1-41 20.19%),12 (0.23),24 (3-0-21 12.50%),10 (0.42)
10,"Cook, Troy",25y 245d,90 (35-0-55 38.89%),39 (0.43),47 (11-0-36 23.40%),28 (0.60)
24,"Croad, Trent",22y 36d,87 (45-1-41 52.30%),86 (0.99),3 (1-0-2 33.33%),6 (2.00)
38,"Cunningham, Ben",20y 143d,11 (2-0-9 18.18%),10 (0.91),←,
7,"Farmer, Jeff",24y 294d,119 (52-0-67 43.70%),260 (2.18),1 (0-0-1 0.00%),1 (1.00)
18,"Fewster, Brendon",28y 100d,66 (27-0-39 40.91%),43 (0.65),33 (11-0-22 33.33%),16 (0.48)
14,"Grover, Antoni",22y 34d,20 (3-0-17 15.00%),2 (0.10),←,
4,"Hasleby, Paul",20y 306d,44 (10-0-34 22.73%),30 (0.68),←,
11,"Kickett, Dale",33y 345d,180 (67-0-113 37.22%),63 (0.35),134 (44-0-90 32.84%),23 (0.17)
28,"Koops, Steven",23y 264d,46 (15-0-31 32.61%),40 (0.87),←,
20,"Longmuir, Justin",21y 83d,38 (7-0-31 18.42%),37 (0.97),←,
21,"Longmuir, Troy",22y 324d,47 (12-0-35 25.53%),14 (0.30),30 (7-0-23 23.33%),11 (0.37)
8,"McManus, Shaun",26y 64d,104 (29-0-75 27.88%),57 (0.55),←,
34,"Medhurst, Paul",20y 124d,3 (1-0-2 33.33%),6 (2.00),←,
25,"Norrish, Jason",30y 78d,131 (46-0-85 35.11%),24 (0.18),111 (34-0-77 30.63%),22 (0.20)
23,"Parker, Shane",29y 55d,131 (40-0-91 30.53%),9 (0.07),←,
29,"Pavlich, Matthew",20y 104d,42 (9-0-33 21.43%),43 (1.02),←,
35,"Siegert, Andrew",20y 86d,3 (1-0-2 33.33%),,←,
2,"Simmonds, Troy",23y 275d,41 (20-0-21 48.78%),7 (0.17),1 (0-0-1 0.00%),
19,"Walker, James",23y 89d,56 (13-0-43 23.21%),7 (0.13),←,
Totals,Totals,24y 15d,1503 (542-2-959 36.06%),938 (0.62),,
C,"Connolly, Chris",39y 20d,4 (2-0-2 50.00%),,3 (1-0-2 33.33%),
