West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Allen, Oscar",7,4,3,10,2,,1.0,4.0,2.0,,,2.0,2.0,,,7.0,5.0,1.0,2.0,2.0,,,84.0
3,"Baker, Liam",7,3,11,18,,,,2.0,3.0,3.0,1.0,6.0,1.0,3.0,,10.0,8.0,1.0,,2.0,,,84.0
41,"Brock, Sandy",6,5,5,11,,,,,4.0,1.0,,1.0,,,,6.0,6.0,2.0,,7.0,,,92.0
10,"Brockman, Tyler",7,2,9,16,1,2.0,,4.0,1.0,5.0,4.0,3.0,1.0,1.0,,10.0,6.0,1.0,1.0,3.0,,2.0,81.0
28,"Cole, Tom",11,4,6,17,,,,4.0,6.0,2.0,,1.0,1.0,,,5.0,13.0,,,3.0,1.0,,77.0
43 ↑,"Dewar, Tyrell",2,1,,2,,1.0,,,,,,,,,,,2.0,,,,2.0,,28.0
14,"Duggan, Liam",17,3,6,23,,,,,9.0,4.0,2.0,4.0,1.0,1.0,,5.0,11.0,,,1.0,1.0,1.0,89.0
42,"Edwards, Harry",3,,3,6,,,,2.0,2.0,,,3.0,1.0,2.0,,1.0,5.0,,,1.0,,,84.0
25,"Flynn, Matt",5,4,3,8,,,17.0,1.0,1.0,2.0,1.0,4.0,,1.0,,3.0,6.0,1.0,,3.0,,1.0,85.0
7,"Ginbey, Reuben",8,2,3,11,,,,4.0,7.0,,1.0,5.0,1.0,,,6.0,5.0,,,9.0,2.0,,91.0
17,"Graham, Jack",8,1,10,18,,,,8.0,2.0,3.0,8.0,3.0,2.0,2.0,,12.0,7.0,,,,,,81.0
27 ↓,"Gross, Tom",2,1,1,3,,,,,,1.0,,3.0,,2.0,,2.0,2.0,,,,,,49.0
8,"Hewett, Elijah",9,,10,19,,1.0,,5.0,,2.0,5.0,5.0,1.0,2.0,,9.0,10.0,,,1.0,,,80.0
19,"Hough, Brady",5,3,4,9,1,,,2.0,2.0,1.0,2.0,2.0,,1.0,,3.0,6.0,,1.0,1.0,,1.0,88.0
5,"Hunt, Jayden",9,2,3,12,,,,2.0,2.0,7.0,2.0,2.0,,,,4.0,8.0,,,1.0,,,79.0
44,"Hutchinson, Jack",5,2,3,8,,,,2.0,,2.0,2.0,2.0,,1.0,,5.0,3.0,,,6.0,,,80.0
11,"Kelly, Tim",8,4,9,17,,,,3.0,,5.0,2.0,1.0,1.0,,,8.0,10.0,,,,,,77.0
13,"Long, Noah",6,3,3,9,,1.0,,4.0,,2.0,,1.0,,1.0,,1.0,9.0,,,,,1.0,83.0
23,"Maric, Ryan",14,2,6,20,,,,,1.0,3.0,1.0,8.0,,3.0,,4.0,10.0,,,,1.0,,78.0
9,"Reid, Harley",7,2,10,17,1,,,2.0,2.0,3.0,2.0,4.0,2.0,3.0,,9.0,11.0,,,1.0,1.0,,81.0
1,"Ryan, Liam",9,6,2,11,,4.0,,4.0,,4.0,,2.0,,,,2.0,10.0,,3.0,1.0,,,81.0
2,"Waterman, Jake",5,4,2,7,3,,,1.0,,1.0,,1.0,1.0,1.0,,4.0,4.0,1.0,2.0,1.0,,,72.0
32,"Williams, Bailey",6,2,4,10,,2.0,10.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,,5.0,5.0,1.0,1.0,1.0,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,60,116,282,8,14.0,28.0,57.0,45.0,55.0,36.0,68.0,16.0,26.0,,121.0,162.0,8.0,10.0,44.0,8.0,6.0,
Opposition,Opposition,244,107,142,386,19,14.0,56.0,73.0,47.0,64.0,46.0,64.0,26.0,16.0,6.0,147.0,231.0,10.0,10.0,35.0,2.0,14.0,
