Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Alexander, Colin",3,,5,8,1,2.0,,,,,,,,1.0,,,,,,,,,
12,"Banks, Denis",5,2,4,9,,,,,,,,,1.0,2.0,,,,,,,,,
17,"Barwick, Doug",9,,2,11,1,,,1.0,,,,,4.0,1.0,,,,,,,,,
26,"Brown, Gavin",13,10,22,35,1,,,4.0,,,,,2.0,,,,,,,,,,
21,"Christian, Michael",7,7,6,13,,,1.0,1.0,,,,,,,,,,,,,,,
35,"Daicos, Peter",9,1,1,10,4,2.0,,1.0,,,,,,,,,,,,,,,
2,"Francis, Tony",14,1,7,21,,,,4.0,,,,,4.0,4.0,,,,,,,,,
3,"Gayfer, Michael",10,3,10,20,,,,3.0,,,,,1.0,1.0,,,,,,,,,
23,"Kelly, Craig",9,1,2,11,3,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,
30,"Manson, James",3,1,4,7,1,1.0,5.0,1.0,,,,,,4.0,,,,,,,,,
1,"Monkhorst, Damian",8,4,1,9,,,9.0,1.0,,,,,2.0,2.0,,,,,,,,,
7,"Morwood, Shane",10,3,5,15,,,,2.0,,,,,1.0,,,,,,,,,,
13,"Richardson, Alan",13,4,,13,,,,4.0,,,,,1.0,,,,,,,,,,
29,"Russell, Scott",19,1,16,35,,2.0,,3.0,,,,,5.0,2.0,,,,,,,,,
22,"Shaw, Tony",15,4,6,21,,,,6.0,,,,,2.0,4.0,,,,,,,,,
27,"Starcevich, Craig",4,2,2,6,1,,,,,,,,,,,,,,,,,,
9,"Tarpey, Andrew",8,4,1,9,,,,3.0,,,,,1.0,,,,,,,,,,
6,"Tuddenham, Paul",17,5,4,21,1,1.0,,2.0,,,,,3.0,2.0,,,,,,,,,
24,"Turner, Jamie",14,5,3,17,,,,4.0,,,,,1.0,,,,,,,,,,
19,"Wright, Graham",8,1,3,11,,,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,59,104,302,13,12.0,15.0,44.0,,,,,32.0,25.0,,,,,,,,,
Opposition,Opposition,208,58,103,311,18,24.0,23.0,26.0,,,,,25.0,32.0,6.0,,,,,,,,
