Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",16,4,17,33,4,2.0,,2.0,,4.0,6.0,2.0,2.0,1.0,3.0,18.0,15.0,2.0,2.0,,1.0,2.0,90.0
3,"Bartel, Jimmy",14,7,10,24,,,,5.0,,,4.0,2.0,2.0,1.0,,8.0,17.0,,,2.0,,,88.0
24,"Blake, Mark",3,4,10,13,,,8.0,1.0,1.0,3.0,,5.0,,4.0,,2.0,9.0,,,1.0,,,52.0
35,"Chapman, Paul",16,3,9,25,,2.0,,4.0,2.0,4.0,3.0,3.0,1.0,1.0,,6.0,18.0,1.0,,,,2.0,77.0
11,"Corey, Joel",16,6,12,28,,,1.0,3.0,2.0,4.0,4.0,3.0,,2.0,,7.0,21.0,,,,2.0,3.0,89.0
26,"Hawkins, Tom",8,9,9,17,2,2.0,4.0,3.0,,1.0,,,,,,6.0,11.0,3.0,4.0,,,,78.0
34,"Hogan, Simon",6,,9,15,,,,2.0,1.0,1.0,2.0,3.0,2.0,,,5.0,10.0,,,2.0,2.0,,83.0
38,"Hunt, Taylor",10,6,1,11,,,,2.0,2.0,2.0,,2.0,,2.0,,,11.0,,,,1.0,,77.0
20,"Johnson, Steve",11,7,5,16,3,2.0,,1.0,1.0,1.0,,4.0,2.0,2.0,,9.0,8.0,3.0,3.0,,,1.0,82.0
9,"Kelly, James",12,4,21,33,,,,9.0,5.0,3.0,7.0,1.0,,,2.0,12.0,20.0,,,1.0,,,83.0
45,"Ling, Cameron",12,5,13,25,2,,,4.0,,4.0,1.0,,,,,4.0,21.0,,,1.0,1.0,,96.0
13,"Lonergan, Tom",3,4,7,10,,,,5.0,1.0,,,1.0,1.0,1.0,,4.0,7.0,1.0,,3.0,,,93.0
4,"Mackie, Andrew",15,8,13,28,,,,5.0,3.0,1.0,1.0,1.0,1.0,,1.0,8.0,22.0,,,2.0,,,91.0
10,"Menzel, Daniel",7,5,3,10,,1.0,,1.0,,3.0,,,2.0,,,5.0,5.0,1.0,,,,,80.0
39,"Milburn, Darren",16,15,15,31,,,,2.0,5.0,1.0,,2.0,,,,4.0,25.0,2.0,1.0,2.0,2.0,,83.0
21,"Mooney, Cameron",8,6,4,12,3,2.0,,1.0,,3.0,,3.0,1.0,3.0,,2.0,10.0,,2.0,2.0,,,77.0
6,"Ottens, Brad",5,4,8,13,1,1.0,15.0,4.0,,3.0,2.0,5.0,4.0,4.0,,6.0,7.0,,,4.0,,,61.0
30,"Scarlett, Matthew",16,9,6,22,,,,2.0,5.0,,,3.0,,1.0,,4.0,18.0,,,7.0,2.0,,90.0
27,"Stokes, Mathew",8,5,18,26,,,,2.0,3.0,3.0,1.0,1.0,1.0,,,8.0,18.0,1.0,,2.0,1.0,,79.0
7,"Taylor, Harry",10,10,7,17,,,,1.0,2.0,,,2.0,,1.0,,3.0,14.0,,,7.0,,,88.0
5,"Varcoe, Travis",9,5,13,22,1,1.0,,2.0,2.0,3.0,1.0,2.0,1.0,,,8.0,14.0,,,3.0,1.0,,81.0
40,"Wojcinski, David",9,4,10,19,,,,2.0,1.0,3.0,,2.0,1.0,1.0,,4.0,15.0,,,1.0,7.0,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,130,220,450,16,16.0,28.0,63.0,36.0,47.0,32.0,47.0,21.0,24.0,6.0,133.0,316.0,14.0,12.0,40.0,20.0,8.0,
Opposition,Opposition,185,92,142,327,10,8.0,22.0,55.0,28.0,47.0,32.0,49.0,24.0,21.0,,126.0,200.0,15.0,13.0,52.0,7.0,5.0,
