Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Barling, Tim",5,4.0,5,10,,4.0,1.0,,,,,,1.0,1.0,,,,,,,,,
16,"Bolton, David",9,1.0,10,19,,,,2.0,,,,,1.0,1.0,,,,,,,,,
7,"Carroll, Dennis",21,5.0,8,29,,,,4.0,,,,,1.0,,3.0,,,,,,,,
29,"Cordy, Neil",11,12.0,7,18,,,,,,,,,,,,,,,,,,,
23,"Fell, Shane",5,5.0,1,6,4.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
47,"Higgins, Leon",7,1.0,4,11,1.0,,,,,,,,,,,,,,,,,,
14,"Kennedy, Michael",9,1.0,4,13,,,,1.0,,,,,1.0,,,,,,,,,,
39,"Kerr, Robert",6,4.0,5,11,1.0,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
10,"Mitchell, Barry",21,4.0,5,26,,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
35,"Murphy, David",19,3.0,12,31,,1.0,,,,,,,4.0,3.0,,,,,,,,,
4,"Neagle, Merv",13,3.0,5,18,,,,,,,,,,,,,,,,,,,
17,"Potter, Craig",12,4.0,8,20,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
8,"Ryan, Matthew",10,,6,16,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
22,"Scott, Dion",7,2.0,2,9,,,,,,,,,1.0,1.0,,,,,,,,,
12,"Thripp, Terry",8,4.0,3,11,1.0,1.0,,1.0,,,,,,,,,,,,,,,
15,"Toohey, Bernard",13,2.0,10,23,,,,1.0,,,,,5.0,1.0,,,,,,,,,
48,"Tunbridge, Brad",3,1.0,4,7,,,13.0,1.0,,,,,,2.0,,,,,,,,,
20,"West, Jim",12,9.0,8,20,3.0,1.0,,,,,,,1.0,2.0,,,,,,,,,
27,"Wheeler, Sanford",11,1.0,3,14,1.0,1.0,,4.0,,,,,,1.0,,,,,,,,,
26,"Wright, Stephen",14,4.0,9,23,2.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,216,70.0,119,335,14.0,14.0,14.0,25.0,,,,,20.0,21.0,3.0,,,,,,,,
Opposition,Opposition,219,80.0,105,324,12.0,21.0,16.0,16.0,,,,,18.0,20.0,3.0,,,,,,,,
