Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Aish, James",11,6,7,18,,,,,1.0,3.0,,3.0,,1.0,,2.0,14.0,,,4.0,,,79.0
24,"Amiss, Jye",8,4,3,11,1,3.0,,2.0,,,,1.0,1.0,,,6.0,5.0,1.0,2.0,,,1.0,90.0
41,"Banfield, Bailey",9,5,2,11,2,1.0,,1.0,,3.0,,2.0,,,,3.0,7.0,1.0,3.0,1.0,,,74.0
8,"Brayshaw, Andrew",8,3,15,23,1,,,6.0,,3.0,2.0,4.0,,3.0,,11.0,12.0,,1.0,1.0,,,79.0
5,"Chapman, Heath",13,9,6,19,,,,,3.0,1.0,,4.0,1.0,2.0,,5.0,15.0,,,4.0,,,82.0
6,"Clark, Jordan",17,9,3,20,,,,5.0,2.0,3.0,,1.0,3.0,1.0,,5.0,14.0,1.0,,1.0,3.0,,92.0
36,"Cox, Brennan",10,8,3,13,,,,3.0,5.0,,1.0,3.0,2.0,1.0,,4.0,9.0,2.0,,3.0,,,85.0
37,"Draper, Josh",9,9,3,12,,,,,2.0,,,1.0,,1.0,,4.0,8.0,2.0,,2.0,,,90.0
32,"Frederick, Michael",5,2,5,10,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,5.0,5.0,,,,,,78.0
7,"Fyfe, Nat",6,4,13,19,,,,2.0,,2.0,3.0,1.0,,,,7.0,13.0,1.0,1.0,2.0,,1.0,63.0
9,"Jackson, Luke",6,2,14,20,1,2.0,31.0,6.0,,,4.0,5.0,2.0,2.0,,11.0,10.0,2.0,1.0,2.0,,,85.0
44,"Johnson, Matthew",7,4,5,12,,,,5.0,1.0,2.0,,,,,,1.0,11.0,,,,,1.0,71.0
2,"OMeara, Jaeger",10,6,9,19,,,,3.0,3.0,2.0,2.0,2.0,,,,3.0,16.0,,,,,,81.0
13,"Ryan, Luke",15,7,,15,,,,1.0,3.0,,,1.0,,1.0,,,8.0,,,5.0,,,96.0
3,"Serong, Caleb",10,,12,22,1,1.0,,6.0,1.0,4.0,7.0,3.0,3.0,,,13.0,8.0,,,,,,81.0
14,"Sharp, Jeremy",14,9,4,18,1,,,1.0,2.0,6.0,2.0,1.0,,,,2.0,16.0,,,,2.0,,90.0
1 ↓,"Sturt, Sam",1,1,1,2,,,,4.0,,1.0,,2.0,1.0,1.0,,2.0,3.0,,,,,,60.0
39,"Switkowski, Sam",7,1,4,11,1,,,6.0,,2.0,2.0,2.0,2.0,1.0,,5.0,6.0,,1.0,,,,83.0
35,"Treacy, Josh",5,5,5,10,1,1.0,4.0,3.0,,2.0,2.0,,1.0,,,5.0,5.0,2.0,2.0,1.0,,,82.0
38,"Voss, Patrick",4,5,4,8,1,3.0,,,,,,2.0,,,,5.0,3.0,2.0,4.0,,,,86.0
34,"Wagner, Corey",12,7,5,17,,,,3.0,4.0,1.0,,3.0,,2.0,,2.0,14.0,,,,1.0,,76.0
10 ↑,"Walters, Michael",,,2,2,,,,1.0,,,,1.0,,,,2.0,1.0,,,1.0,1.0,,20.0
26,"Young, Hayden",11,1,9,20,,,,8.0,1.0,8.0,5.0,3.0,1.0,2.0,,8.0,12.0,,,,,4.0,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,107,134,332,10,14.0,35.0,67.0,29.0,45.0,31.0,46.0,17.0,18.0,,111.0,215.0,14.0,15.0,27.0,7.0,7.0,
Opposition,Opposition,181,80,132,313,13,9.0,52.0,51.0,34.0,42.0,36.0,46.0,18.0,17.0,6.0,118.0,193.0,10.0,14.0,40.0,8.0,9.0,
