North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",14,5.0,5,19,,,,7.0,1.0,4.0,4.0,4.0,2.0,1.0,,9,9,1.0,,1.0,,,69.0
18,"Atley, Shaun",12,5.0,6,18,,,,1.0,2.0,1.0,,1.0,,,,4,13,,,1.0,,1.0,92.0
50,"Brown, Ben",5,5.0,2,7,1.0,,3.0,,,1.0,,2.0,,,,3,5,1.0,1.0,1.0,,,91.0
9,"Davies-Uniacke, Luke",3,2.0,4,7,,,,1.0,,1.0,2.0,1.0,2.0,1.0,,5,4,,,1.0,,,71.0
14,"Dumont, Trent",17,4.0,5,22,,,,4.0,2.0,4.0,2.0,1.0,2.0,,,6,16,,,2.0,,1.0,80.0
22,"Goldstein, Todd",2,3.0,6,8,,1.0,40.0,2.0,2.0,,3.0,3.0,1.0,2.0,,6,2,1.0,1.0,4.0,,,95.0
43,"Hall, Aaron",6,2.0,7,13,1.0,,,4.0,,3.0,2.0,3.0,,2.0,,5,9,,,,,2.0,73.0
37,"Hayden, Kyron",5,3.0,7,12,,,,4.0,3.0,,1.0,,1.0,,,8,4,,,1.0,,,85.0
4,"Higgins, Shaun",13,,6,19,,,,7.0,3.0,1.0,3.0,6.0,3.0,1.0,,10,10,,,2.0,,,83.0
20,"Larkey, Nick",3,,2,5,2.0,1.0,,,,1.0,,2.0,1.0,1.0,,4,2,,,1.0,,,70.0
34,"Macmillan, Jamie",8,5.0,5,13,,,,1.0,4.0,,,3.0,2.0,,,2,11,,,2.0,,,70.0
35,"Mahony, Jack",2,,5,7,,,,4.0,1.0,1.0,,,3.0,,,3,3,,,,,1.0,64.0
11,"McDonald, Luke",15,4.0,3,18,,,,4.0,6.0,3.0,1.0,2.0,1.0,1.0,,4,11,,,3.0,,,93.0
23,"McKay, Ben",5,4.0,5,10,,,,,3.0,1.0,,,1.0,,,4,6,,,5.0,,,84.0
17,"Pittard, Jasper",9,4.0,2,11,1.0,,,1.0,,4.0,,2.0,3.0,1.0,,3,8,,,2.0,,1.0,87.0
13,"Polec, Jared",13,4.0,12,25,1.0,,,5.0,1.0,5.0,3.0,6.0,4.0,2.0,1.0,16,11,1.0,1.0,,,,90.0
8,"Scott, Bailey",6,2.0,5,11,3.0,,,4.0,,3.0,2.0,1.0,2.0,1.0,,7,5,,1.0,,,,73.0
12,"Simpkin, Jy",8,3.0,3,11,,,,4.0,2.0,1.0,5.0,6.0,1.0,4.0,,4,4,,,,,,73.0
25,"Tarrant, Robbie",14,3.0,2,16,,,,3.0,7.0,3.0,1.0,2.0,2.0,1.0,,4,7,,,5.0,,,96.0
31,"Taylor, Curtis",3,2.0,3,6,,,,2.0,1.0,1.0,1.0,1.0,,,,2,5,,,1.0,,,88.0
19,"Walker, Josh",8,4.0,5,13,,,,2.0,6.0,,,4.0,1.0,2.0,,6,5,1.0,,5.0,,,80.0
44,"Zurhaar, Cameron",4,1.0,4,8,,1.0,,2.0,,3.0,,6.0,,4.0,,6,3,1.0,,1.0,1.0,1.0,92.0
Totals,Totals,175,65.0,104,279,9.0,3.0,43.0,62.0,44.0,41.0,30.0,56.0,32.0,24.0,1.0,121,153,6.0,4.0,38.0,1.0,7.0,
Opposition,Opposition,177,60.0,102,279,9.0,10.0,27.0,66.0,31.0,54.0,39.0,63.0,24.0,32.0,5.0,123,158,6.0,4.0,51.0,1.0,5.0,
