Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",9,,11,20,,,,9.0,1.0,4.0,4.0,7.0,2.0,2.0,,14.0,4.0,,,2.0,,,72.0
46,"Blicavs, Mark",7,4,15,22,,,4.0,4.0,,4.0,5.0,7.0,3.0,3.0,,12.0,10.0,,,4.0,,,82.0
12 ↑,"Bowes, Jack",4,,1,5,,,,2.0,,2.0,1.0,,,,,3.0,2.0,,,,,,16.0
4,"Bruhn, Tanner",14,3,7,21,1,1.0,,4.0,,4.0,5.0,8.0,1.0,4.0,,9.0,13.0,,,1.0,,,70.0
5,"Cameron, Jeremy",13,5,4,17,1,1.0,,1.0,1.0,4.0,1.0,2.0,,,,2.0,14.0,,2.0,1.0,,1.0,92.0
13,"Clark, Jhye",8,3,7,15,,,,4.0,,2.0,2.0,1.0,1.0,1.0,,5.0,10.0,,,,,2.0,64.0
45,"Close, Brad",6,4,8,14,1,2.0,,3.0,,2.0,,2.0,1.0,1.0,,8.0,7.0,1.0,2.0,2.0,,,83.0
6 ↓,"Conway, Toby",2,,11,13,,,17.0,6.0,,2.0,2.0,1.0,1.0,1.0,,9.0,4.0,,,3.0,,,61.0
16,"De Koning, Sam",8,8,9,17,,,,,2.0,1.0,,3.0,,,,6.0,11.0,1.0,,2.0,,,81.0
28,"Dempsey, Oliver",7,5,3,10,,,,1.0,,1.0,,3.0,,1.0,,,9.0,,,,,,85.0
22,"Duncan, Mitch",16,4,6,22,,,,3.0,3.0,2.0,1.0,2.0,,,,4.0,15.0,,,2.0,1.0,,77.0
39,"Guthrie, Zach",14,8,5,19,,,,2.0,7.0,,,1.0,,,,2.0,13.0,1.0,,2.0,1.0,,86.0
26,"Hawkins, Tom",8,6,4,12,2,1.0,4.0,,,3.0,,3.0,,,,3.0,9.0,,4.0,1.0,,1.0,92.0
38,"Henry, Jack",10,7,3,13,,,,,3.0,2.0,,,,,,5.0,7.0,4.0,,5.0,,,94.0
36,"Henry, Oliver",4,3,4,8,,,,1.0,,3.0,1.0,1.0,1.0,,,2.0,6.0,,,,,1.0,86.0
9,"Holmes, Max",20,6,12,32,1,,,2.0,4.0,4.0,5.0,3.0,,,,14.0,16.0,1.0,,1.0,,,80.0
8,"Kolodjashnij, Jake",9,5,6,15,1,,,,,2.0,1.0,2.0,1.0,1.0,,5.0,9.0,,,4.0,,,90.0
32,"Miers, Gryan",10,2,6,16,,,,5.0,1.0,3.0,2.0,1.0,,1.0,,5.0,9.0,,,,,1.0,88.0
34,"Mullin, Oisin",2,2,6,8,,,,2.0,1.0,,,2.0,,1.0,,5.0,4.0,,,3.0,,,82.0
33,"Neale, Shannon",5,4,3,8,1,,7.0,3.0,,1.0,,3.0,1.0,1.0,,3.0,5.0,1.0,1.0,1.0,,1.0,71.0
18,"Stengle, Tyson",11,4,5,16,2,2.0,,4.0,,2.0,1.0,3.0,2.0,2.0,,8.0,9.0,2.0,2.0,,,,82.0
44,"Stewart, Tom",13,8,7,20,,,,3.0,5.0,3.0,,1.0,,,,6.0,11.0,1.0,,1.0,,,84.0
2,"Tuohy, Zach",15,4,9,24,1,,,1.0,3.0,6.0,6.0,3.0,,,,10.0,13.0,,,,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,95,152,367,11,8.0,32.0,60.0,31.0,57.0,37.0,59.0,14.0,19.0,,140.0,210.0,12.0,11.0,35.0,2.0,7.0,
Opposition,Opposition,208,77,148,356,11,12.0,51.0,80.0,44.0,42.0,44.0,69.0,19.0,14.0,6.0,143.0,191.0,13.0,14.0,35.0,5.0,7.0,
